key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
163,3,243095,0,"fiole de simili-eau bénite",0,"fioles de simili-eau bénite",0,0,1,1,0,"Simili-eau bénite","PV maximums +30%
Dégâts infligés +15%
Effet spécial<Indent/>: restaure im<SoftHyphen/>mé<SoftHyphen/>dia<SoftHyphen/>te<SoftHyphen/>ment 18% des PV de la bête.
Effet spécial<Indent/>: octroie un degré de Recouvrement à la bête quand elle vainc un ennemi. Cumulable jusqu'au 8e degré.
Recouvrement<Indent/>: restaure périodiquement 3% des PV.
Durée<Indent/>: 6s
[Utilisable sur<Indent/>: Hydrides]",""
164,3,243096,0,"fiole de simili-sang",0,"fioles de simili-sang",0,0,1,1,0,"Simili-sang","Chances de critiques +50%
Dégâts infligés +35%
Effet spécial<Indent/>: inflige des dégâts périodiques à la bête.
[Utilisable sur<Indent/>: Insectoïdes]",""
165,3,243097,0,"fiole de simili-sang noble",0,"fioles de simili-sang noble",0,0,1,1,0,"Simili-sang noble","PV maximums +20%
Chances de critiques +15%
Effet spécial<Indent/>: restaure im<SoftHyphen/>mé<SoftHyphen/>dia<SoftHyphen/>te<SoftHyphen/>ment 13% des PV de la bête.
Effet spécial<Indent/>: 5% de chances d'octroyer un degré de Recouvrement à la bête quand elle fait une attaque critique. Cumulable jusqu'au 8e degré.
Recouvrement<Indent/>: restaure périodiquement 3% des PV.
Durée<Indent/>: 6s
[Utilisable sur<Indent/>: Hydrides]",""
166,3,243098,0,"botte de simili-lys",0,"bottes de simili-lys",0,0,1,1,0,"Simili-lys","Dégâts infligés +10%
Dégâts subis -10%
Effet spécial<Indent/>: permet de conserver l'effet des aliments quand vous vous reposez dans une tente.
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Animides, Nécroïdes]",""
167,3,243099,0,"simili-flet",0,"simili-flets",0,0,1,0,0,"Simili-flet","Dégâts physiques infligés +10%
Effet spécial<Indent/>: 30% de chances de récupérer une partie des PT utilisés en cas de combo instinctif réussi au déclenchement de la technique de la bête.
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Floréens, Hydrides, Cuirassiens, Nécroïdes]",""
168,3,243100,0,"simili-scorpion blanc",0,"simili-scorpions blancs",0,0,1,0,0,"Simili-scorpion blanc","Effet spécial<Indent/>: octroie Miroir à la bête quand elle est appelée.
Miroir<Indent/>: renvoie la plupart des attaques magiques.
Durée<Indent/>: 60s
[Utilisable sur<Indent/>: Cuirassiens]",""
169,3,243101,0,"simili-scorpion noir",0,"simili-scorpions noirs",0,0,1,0,0,"Simili-scorpion noir","Dégâts infligés +15%
Dégâts subis -35%
Effet spécial<Indent/>: 3% de chances d'infliger Poison à la bête quand elle subit des dégâts.
Durée<Indent/>: 30s
[Utilisable sur<Indent/>: Cuirassiens]",""
170,3,243102,0,"simili-hareng",0,"simili-harengs",0,0,1,0,0,"Simili-hareng","Puissance d'Explosion éthérée +25%
Effet spécial<Indent/>: 35% de chances de récupérer une partie des PT utilisés en cas de combo instinctif réussi au déclenchement de la technique de la bête.
[Utilisable sur<Indent/>: Ptériens]",""
171,3,243103,0,"simili-poisson-ange",0,"simili-poissons-anges",0,0,1,0,0,"Simili-poisson-ange","Dégâts subis -10%
Effet spécial<Indent/>: augmente de 30% l'accumulation de PT.
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Floréens, Hydrides, Nécroïdes]",""
172,3,243104,0,"grappe de simili-raisin",0,"grappes de simili-raisin",0,0,1,1,0,"Simili-raisin","Chances de critiques +35%
Dégâts physiques infligés +15%
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",""
173,3,243105,0,"simili-orange",0,"simili-oranges",0,0,1,1,0,"Simili-orange","Chances de critiques +25%
Puissance d'Explosion éthérée +20%
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",""
174,3,243106,0,"simili-ver de vase",0,"simili-vers de vase",0,0,1,0,0,"Simili-ver de vase","PV maximums +30%
Effet spécial<Indent/>: restaure im<SoftHyphen/>mé<SoftHyphen/>dia<SoftHyphen/>te<SoftHyphen/>ment 18% des PV de la bête.
Effet spécial<Indent/>: octroie un degré de Vulnérabilité magique diminuée à la bête quand elle subit des dégâts. Cumulable jusqu'au 8e degré.
Vulnérabilité magique diminuée<Indent/>: dégâts magiques subis -5%
Durée<Indent/>: 60s
[Utilisable sur<Indent/>: Animides]",""
175,3,243107,0,"bouteille de simili-tonic",0,"bouteilles de simili-tonic",0,0,1,1,0,"Simili-tonic","Effet spécial<Indent/>: octroie un degré d'Excitation à la bête quand elle vainc un ennemi. Cumulable jusqu'au 4e degré.
Excitation<Indent/>: dégâts infligés +15%, dégâts subis -8%
Durée<Indent/>: 60s
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Animides, Nécroïdes]",""
176,3,243108,0,"simili-carotte",0,"simili-carottes",0,0,1,1,0,"Simili-carotte","Esquive +10%
Puissance d'Explosion éthérée +5%
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Nécroïdes]",""
177,3,243109,0,"simili-oignon",0,"simili-oignons",0,0,1,0,0,"Simili-oignon","Esquive +15%
Dégâts subis -5%
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Nécroïdes]",""
178,3,243110,0,"simili-laitue",0,"simili-laitues",0,0,1,1,0,"Simili-laitue","Esquive +5%
Effet spécial<Indent/>: octroie un degré d'Excitation à la bête quand elle esquive une attaque. Cumulable jusqu'au 4e degré.
Excitation<Indent/>: dégâts infligés +15%, dégâts subis -8%
Durée<Indent/>: 60s
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Nécroïdes]",""
179,3,243111,0,"simili-citron",0,"simili-citrons",0,0,1,0,0,"Simili-citron","Puissance d'Explosion éthérée +10%
Effet spécial<Indent/>: octroie un degré de Leurre à la bête quand elle fait une attaque critique. Cumulable jusqu'au 5e degré.
Leurre<Indent/>: bloque la plupart des attaques physiques. Consomme un degré par attaque bloquée.
Durée<Indent/>: 120s
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",""
180,3,243112,0,"cruche de simili-huile tonique",0,"cruches de simili-huile tonique",0,0,1,1,0,"Simili-huile tonique","Hâte +20%
Effet spécial<Indent/>: octroie un degré d'Excitation en cas de combo instinctif réussi au déclenchement de la technique de la bête. Cumulable jusqu'au 4e degré.
Excitation<Indent/>: dégâts infligés +15%, dégâts subis -8%
Durée<Indent/>: 60s
[Utilisable sur<Indent/>: Animides]",""
181,3,243113,0,"pot de simili-mucus",0,"pots de simili-mucus",0,0,1,0,0,"Simili-mucus","Dégâts infligés +30%
Dégâts subis -30%
Effet spécial<Indent/>: inflige Cauchemar à la bête quand elle fait une attaque critique.
Durée<Indent/>: 30s
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",""
182,3,243114,0,"récipient de simili-sève",0,"récipients de simili-sève",0,0,1,0,0,"Simili-sève","Dégâts physiques subis -40%
Puissance d'Explosion éthérée +20%
[Utilisable sur<Indent/>: Cuirassiens]",""
183,3,243115,0,"bloc de simili-sel",0,"blocs de simili-sel",0,0,1,0,0,"Simili-sel","Esquive +25%
Effet spécial<Indent/>: 15% de chances d'octroyer Cuirasse à la bête quand elle esquive une attaque.
Cuirasse<Indent/>: protège d'un total de dégâts égal à 12% des PV maximums.
Durée<Indent/>: 60s
[Utilisable sur<Indent/>: Animides]",""
184,3,243116,0,"pot de simili-sirop",0,"pots de simili-sirop",0,0,1,0,0,"Simili-sirop","Dégâts infligés +30%
Dégâts physiques subis -30%
Effet spécial<Indent/>: 3% de chances d'infliger Paralysie à la bête quand elle subit des dégâts.
Durée<Indent/>: 30s
[Utilisable sur<Indent/>: Insectoïdes]",""
185,3,243117,0,"morceau de simili-fromage à la crème",0,"morceaux de simili-fromage à la crème",0,0,1,0,0,"Simili-fromage à la crème","PV maximums +50%
Dégâts subis -20%
Effet spécial<Indent/>: restaure im<SoftHyphen/>mé<SoftHyphen/>dia<SoftHyphen/>te<SoftHyphen/>ment 26% des PV de la bête.
Effet spécial<Indent/>: 50% de chances d'octroyer un degré de Hâte à la bête quand elle subit des dégâts. Cumulable jusqu'au 5e degré.
Hâte<Indent/>: réduit de 3% le délai des attaques automatiques et les temps de lancement et de recharge des techniques d'arme et des sorts de magie.
Durée<Indent/>: 60s
[Utilisable sur<Indent/>: Floréens]",""
186,3,243118,0,"simili-œuf rouge",0,"simili-œufs rouges",0,0,1,0,0,"Simili-œuf rouge","Hâte +15%
Dégâts infligés +30%
Effet spécial<Indent/>: inflige des dégâts périodiques à la bête.
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Hydrides, Cuirassiens]",""
187,3,243119,0,"simili-toast",0,"simili-toasts",0,0,1,0,0,"Simili-toast","Dégâts magiques subis -30%
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",""
188,3,243120,0,"morceau de simili-pain de maïs",0,"morceaux de simili-pain de maïs",0,0,1,0,0,"Simili-pain de maïs","Dégâts magiques subis -40%
Puissance d'Explosion éthérée +10%
PV maximums +15%
Effet spécial<Indent/>: restaure im<SoftHyphen/>mé<SoftHyphen/>dia<SoftHyphen/>te<SoftHyphen/>ment 10% des PV de la bête.
[Utilisable sur<Indent/>: Insectoïdes]",""
189,3,243121,0,"racine de simili-mandragore",0,"racines de simili-mandragore",0,0,1,1,0,"Simili-mandragore","Dégâts physiques infligés +40%
Effet spécial<Indent/>: inflige Cécité à la bête quand elle fait une attaque critique.
Durée<Indent/>: 30s
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Animides, Nécroïdes]",""
190,3,243122,0,"simili-tarentule",0,"simili-tarentules",0,0,1,1,0,"Simili-tarentule","Chances de critiques +25%
Effet spécial<Indent/>: octroie un degré de Bonus de dégâts à la bête quand elle fait une attaque critique. Cumulable jusqu'au 5e degré.
Bonus de dégâts<Indent/>: dégâts infligés +10%
Durée<Indent/>: 60s
[Utilisable sur<Indent/>: Animides]",""
191,3,243123,0,"brin de simili-belladone",0,"brins de simili-belladone",0,0,1,0,0,"Simili-belladone","Dégâts subis -30%
PV maximums +30%
Effet spécial<Indent/>: restaure im<SoftHyphen/>mé<SoftHyphen/>dia<SoftHyphen/>te<SoftHyphen/>ment 18% des PV de la bête.
Effet spécial<Indent/>: 3% de chances d'infliger Pétrification à la bête quand elle subit des dégâts.
Durée<Indent/>: 30s
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Animides, Nécroïdes]",""
192,3,243124,0,"simili-steak",0,"simili-steaks",0,0,1,0,0,"Simili-steak","Effet spécial<Indent/>: permet d'effectuer une contre-attaque physique contondante à chaque attaque physique subie. Les dégâts sont modifiés par la Force de la bête et les bonus de dégâts physiques des autres aliments et objets du Dédale.
Puissance<Indent/>: 350
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Cuirassiens, Nécroïdes]",""
193,3,243125,0,"portion de simili-œufs de poisson",0,"portions de simili-œufs de poisson",0,0,1,1,0,"Simili-œufs de poisson","Puissance d'Explosion éthérée +10%
Effet spécial<Indent/>: 30% de chances de récupérer une partie des PT utilisés en cas de combo instinctif réussi au déclenchement de la technique de la bête.
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Floréens, Hydrides, Cuirassiens, Nécroïdes]",""
194,3,243126,0,"verre de simili-tisane",0,"verres de simili-tisane",0,0,1,0,0,"Simili-tisane","Effet spécial<Indent/>: octroie Cuirasse à la bête quand elle est appelée.
Cuirasse<Indent/>: protège d'un total de dégâts égal à 24% des PV maximums.
Durée<Indent/>: 60s
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",""
195,3,243127,0,"simili-rayon de miel",0,"simili-rayons de miel",0,0,1,0,0,"Simili-rayon de miel","Dégâts physiques subis -30%
Dégâts infligés +10%
Effet spécial<Indent/>: 30% de chances de récupérer une partie des PT utilisés en cas de combo instinctif réussi au déclenchement de la technique de la bête.
[Utilisable sur<Indent/>: Animides]",""
196,3,243128,0,"pichet de simili-jus d'orange",0,"pichets de simili-jus d'orange",0,0,1,0,0,"Simili-jus d'orange","Dégâts magiques infligés +30%
Puissance d'Explosion éthérée +15%
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",""
197,3,243129,0,"pichet de simili-jus de raisin",0,"pichets de simili-jus de raisin",0,0,1,0,0,"Simili-jus de raisin","Dégâts physiques infligés +30%
Puissance d'Explosion éthérée +50%
PV maximums -80%
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",""
198,3,243130,0,"simili-brochette",0,"simili-brochettes",0,0,1,1,0,"Simili-brochette","Lenteur +200%
Dégâts physiques infligés +50%
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",""
199,3,243131,0,"pichet de simili-jus d'ananas",0,"pichets de simili-jus d'ananas",0,0,1,0,0,"Simili-jus d'ananas","Lenteur +200%
Dégâts magiques infligés +50%
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",""
200,3,243132,0,"simili-huître",0,"simili-huîtres",0,0,1,1,0,"Simili-huître","Effet spécial<Indent/>: octroie 100 PT à la bête au début des combats ou quand elle est appelée durant un combat.
[Utilisable sur<Indent/>: Ptériens]",""
201,3,243133,0,"morceau de simili-fromage bleu",0,"morceaux de simili-fromage bleu",0,0,1,0,0,"Simili-fromage bleu","Effet spécial<Indent/>: permet d'effectuer une contre-attaque magique neutre à chaque attaque magique subie. Les dégâts sont modifiés par l'Intelligence de la bête et les bonus de dégâts magiques des autres aliments et objets du Dédale.
Puissance<Indent/>: 350
[Utilisable sur<Indent/>: Floréens, Hydrides]",""
202,3,243134,0,"bol de simili-fromage blanc",0,"bols de simili-fromage blanc",0,0,1,0,0,"Simili-fromage blanc","PV maximums +30%
Hâte +15%
Effet spécial<Indent/>: restaure im<SoftHyphen/>mé<SoftHyphen/>dia<SoftHyphen/>te<SoftHyphen/>ment 18% des PV de la bête.
Effet spécial<Indent/>: 30% de chances de récupérer une partie des PT utilisés en cas de combo instinctif réussi au déclenchement de la technique de la bête.
[Utilisable sur<Indent/>: Insectoïdes]",""
203,3,243135,0,"outre de simili-lassi",0,"outres de simili-lassi",0,1,1,1,0,"Simili-lassi","PV maximums +30%
Effet spécial<Indent/>: restaure im<SoftHyphen/>mé<SoftHyphen/>dia<SoftHyphen/>te<SoftHyphen/>ment 18% des PV de la bête.
Effet spécial<Indent/>: permet de restaurer tous les PV quand vous vous reposez dans une tente.
[Utilisable sur<Indent/>: Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens]",""
204,0,0,0,"",0,"",0,0,1,0,0,"","",""
205,0,0,0,"",0,"",0,0,1,0,0,"","",""
