key,0,1,2,3,4,5,6
1151,1,0,151492,0,"Ces derniers se débloquent quand vous gagnez des niveaux, explorez de nouvelles zones, finissez des donjons, etc. Notez qu'en plus de marquer vos exploits en Éorzéa, les hauts faits vous permettent aussi parfois d'obtenir des <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>équipements<UIGlow>01</UIGlow><UIForeground>01</UIForeground> et des <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>titres<UIGlow>01</UIGlow><UIForeground>01</UIForeground> en récompense.","",""
1152,1,0,151493,0,"Vous pouvez consulter les conditions requises pour débloquer des hauts faits spécifiques, ainsi que recevoir vos récompenses à partir du menu <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Hauts faits<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, dans le menu principal.","",""
1153,1,0,151494,0,"Vous pouvez consulter les conditions requises pour débloquer des hauts faits spécifiques, ainsi que recevoir vos récompenses à partir du menu <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Hauts faits<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, dans le menu principal.","",""
1154,0,0,0,0,"","",""
1155,0,0,0,0,"","",""
1156,0,0,0,0,"","",""
1157,0,0,0,0,"","",""
1158,0,0,0,0,"","",""
1159,0,0,0,0,"","",""
1160,1,0,151341,0,"Les <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>re<SoftHyphen/>com<SoftHyphen/>man<SoftHyphen/>da<SoftHyphen/>tions<UIGlow>01</UIGlow><UIForeground>01</UIForeground> sont des in<SoftHyphen/>for<SoftHyphen/>ma<SoftHyphen/>tions qui vous permettent de connaître les quêtes et les opérations de guilde qui sont accessibles dans la zone où vous vous trouvez ac<SoftHyphen/>tu<SoftHyphen/>el<SoftHyphen/>le<SoftHyphen/>ment.

Pour afficher l'emplacement précis d'une mission, sélectionnez simplement son titre dans la liste.","",""
1161,1,0,151342,0,"Cette fonctionnalité est par<SoftHyphen/>ti<SoftHyphen/>cu<SoftHyphen/>liè<SoftHyphen/>rement utile quand vous avez du mal à trouver de nouvelles missions adaptées à votre classe ou votre niveau. Notez qu'il est également possible de désactiver les re<SoftHyphen/>com<SoftHyphen/>man<SoftHyphen/>da<SoftHyphen/>tions à partir du menu <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Configuration personnage<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, dans l'onglet <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Général<UIGlow>01</UIGlow><UIForeground>01</UIForeground> de la rubrique <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Interface et fenêtres<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.","",""
1162,0,0,0,0,"","",""
1163,0,0,0,0,"","",""
1164,0,0,0,0,"","",""
1165,0,0,0,0,"","",""
1166,0,0,0,0,"","",""
1167,0,0,0,0,"","",""
1168,0,0,0,0,"","",""
1169,0,0,0,0,"","",""
1170,0,0,0,0,"","",""
1171,0,0,0,0,"","",""
1172,0,0,0,0,"","",""
1173,0,0,0,0,"","",""
1174,0,0,0,0,"","",""
1175,0,0,0,0,"","",""
1176,0,0,0,0,"","",""
1177,0,0,0,0,"","",""
1178,0,0,0,0,"","",""
1179,0,0,0,0,"","",""
1180,0,0,0,0,"","",""
1181,0,0,0,0,"","",""
1182,0,0,0,0,"","",""
1183,0,0,0,0,"","",""
1184,0,0,0,0,"","",""
1185,0,0,0,0,"","",""
1186,0,0,0,0,"","",""
1187,0,0,0,0,"","",""
1188,0,0,0,0,"","",""
1189,0,0,0,0,"","",""
1190,1,0,151201,0,"L'outil de mission vous permet de trouver et d'ajouter des équipiers en cas de besoin.
Lorsqu'un joueur rejoint votre équipe, prenez quelques secondes pour le saluer et lui expliquer la stratégie à adopter. Une fois que tout est clair, vous pouvez poursuivre votre mission normalement.","",""
1191,0,0,0,0,"","",""
1192,0,0,0,0,"","",""
1193,0,0,0,0,"","",""
1194,0,0,0,0,"","",""
1195,0,0,0,0,"","",""
1196,0,0,0,0,"","",""
1197,0,0,0,0,"","",""
1198,0,0,0,0,"","",""
1199,0,0,0,0,"","",""
1200,1,0,151391,0,"Le joueur qui attaque <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>en premier<UIGlow>01</UIGlow><UIForeground>01</UIForeground> un ennemi obtient toujours <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>100 %<UIGlow>01</UIGlow><UIForeground>01</UIForeground> des points d'expérience ainsi que l'exclusivité de la récompense à la fin du combat. Les joueurs qui attaquent un ennemi déjà engagé recoivent eux aussi une récompense, celle-ci est toutefois <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ajustée<UIGlow>01</UIGlow><UIForeground>01</UIForeground> en fonction de leur degré de par<SoftHyphen/>ti<SoftHyphen/>ci<SoftHyphen/>pa<SoftHyphen/>tion.","",""
1201,0,0,0,0,"","",""
1202,0,0,0,0,"","",""
1203,0,0,0,0,"","",""
1204,0,0,0,0,"","",""
1205,0,0,0,0,"","",""
1206,0,0,0,0,"","",""
1207,0,0,0,0,"","",""
1208,0,0,0,0,"","",""
1209,0,0,0,0,"","",""
1210,1,0,151401,0,"Le système de combos permet à certaines classes et jobs d'obtenir des <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>bonus aux effets des techniques d'arme<UIGlow>01</UIGlow><UIForeground>01</UIForeground> lorsqu'elles sont enchaînées avec succès.
N.B.<Indent/>: la classe de pugiliste n'est pas concernée par cette explication. Veuillez consulter le tutoriel <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Système de combat du pugiliste<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pour plus de détails à ce sujet.","",""
1211,1,0,151402,0,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>L'aide des actions<UIGlow>01</UIGlow><UIForeground>01</UIForeground> vous permet de connaître les différents effets d'un combo ainsi que la technique d'arme à exécuter pour le déclencher. Dans cet exemple, le maître d'hast doit d'abord lancer <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Percée véritable<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, puis enchaîner avec <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Percée vorpale<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pour réussir le combo qui <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>doublera<UIGlow>01</UIGlow><UIForeground>01</UIForeground> la puissance initiale de l'action.","",""
1212,1,0,151403,0,"Certaines techniques d'arme voient leur puissance augmenter lorsqu'elles sont exécutées avec succès dans une certaine <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>direction<UIGlow>01</UIGlow><UIForeground>01</UIForeground> par rapport à l'ennemi. Bien se positionner est donc d'une importance capitale pour maximiser ses dégâts.","",""
1213,1,0,151404,0,"Quand les conditions d'un combo sont remplies, un <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>liseré jaune<UIGlow>01</UIGlow><UIForeground>01</UIForeground> s'affiche autour des icones d'actions qui peuvent être utilisées. Il ne vous reste plus qu'à exécuter la technique d'arme <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>dans le délai imparti<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pour réaliser le combo.","",""
1214,0,0,0,0,"","",""
1215,0,0,0,0,"","",""
1216,0,0,0,0,"","",""
1217,0,0,0,0,"","",""
1218,0,0,0,0,"","",""
1219,0,0,0,0,"","",""
1220,1,0,151411,0,"Occultiste est une classe de magie dont le système de combat repose sur deux éléments opposés<Indent/>: le <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>feu<UIGlow>01</UIGlow><UIForeground>01</UIForeground> et la <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>glace<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Chaque fois qu'un sort de feu ou de glace est lancé, l'<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>équilibre éthéré<UIGlow>01</UIGlow><UIForeground>01</UIForeground> s'incline du côté “<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>astral<UIGlow>01</UIGlow><UIForeground>01</UIForeground>” ou “<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ombral<UIGlow>01</UIGlow><UIForeground>01</UIForeground>”, influant ainsi sur la puissance et la consommation de PM.","",""
1221,1,0,151412,0,"Lorsque vous lancez un sort de feu, votre équilibre éthéré s'incline vers l'<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>astral<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Les sorts de feu deviennent plus puissants, mais ils consomment davantage de PM. Les sorts de glace, quant à eux, sont moins puissants, mais ils requièrent moins de PM. En outre, aucun effet de restauration de PM ne peut être reçu sous cet effet.","",""
1222,1,0,151413,0,"Lorsque vous lancez un sort de glace, l'équilibre éthéré de votre esprit s'incline vers l'<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ombral<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Ainsi, les sorts de glace consomment moins de PM et en restaurent à chaque fois qu'ils touchent. Il est à noter toutefois que les sorts de feu subissent alors un malus de puissance.","",""
1223,1,0,151414,0,"En acquérant de nouveaux <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>traits<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, vous pourrez faire monter le niveau de <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Feu astral<UIGlow>01</UIGlow><UIForeground>01</UIForeground> et <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Glace ombrale<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, et ainsi accroître leurs effets.

Apprenez à transposer les équilibres éthérés pour combattre avec plus d'efficacité<Indent/>!","",""
1224,0,0,0,0,"","",""
1225,0,0,0,0,"","",""
1226,0,0,0,0,"","",""
1227,0,0,0,0,"","",""
1228,0,0,0,0,"","",""
1229,0,0,0,0,"","",""
1230,1,0,151421,0,"Pugiliste est une classe de combat au corps à corps dont le système repose sur des <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>postures<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Passer d'une posture à une autre permet d'enchaîner les attaques.","",""
1231,1,0,151422,0,"Il y a deux types de techniques d'arme<Indent/>: celles qui vous font changer de posture quand vous les utilisez, et celles qui exigent que vous soyez dans une posture par<SoftHyphen/>ti<SoftHyphen/>cu<SoftHyphen/>liè<SoftHyphen/>re pour être utilisées. Celles-ci sont réparties en trois groupes<Indent/>:
  <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Posture de l'opo-opo.
  Posture du raptor.
  Posture du coeurl.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","",""
1232,1,0,151423,0,"En enchaînant dans l'ordre les techniques d'arme Posture de l'opo-opo ⇒ Posture du raptor ⇒ Posture du coeurl, vous bénéficiez d'une puissance accrue et d'effets additionnels divers.","",""
1233,1,0,151424,0,"Un pugiliste accompli sait quelle technique utiliser en chaque circonstance.

Apprenez à enchaîner les techniques d'arme et assénez des coups à vos adversaires sans discontinuer<Indent/>!","",""
1234,0,0,0,0,"","",""
1235,0,0,0,0,"","",""
1236,0,0,0,0,"","",""
1237,0,0,0,0,"","",""
1238,0,0,0,0,"","",""
1239,0,0,0,0,"","",""
1240,1,0,151431,0,"Vous pouvez désormais invoquer un <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>familier<UIGlow>01</UIGlow><UIForeground>01</UIForeground><Indent/>!

En utilisant l'action <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Invocation<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, vous pourrez faire apparaître Carbuncle et lui ordonner de combattre à vos côtés.","",""
1241,1,0,151432,0,"Lorsque vous invoquez votre familier, une barre de raccourcis spéciale s'affiche à l'écran. Utilisez les actions de cette dernière pour le contrôler à votre guise.","",""
1242,1,0,151433,0,"Si vous lui demandez de <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Défendre<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, il attaquera au<SoftHyphen/>to<SoftHyphen/>ma<SoftHyphen/>ti<SoftHyphen/>que<SoftHyphen/>ment lorsque vous attaquez ou lorsque vous êtes attaqué(e).
Si vous choisissez <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Passif<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, le familier n'attaquera que lorsque vous lui en donnerez l'ordre.
L'action <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Renvoyer<UIGlow>01</UIGlow><UIForeground>01</UIForeground> vous permettra, quant à elle, de le faire disparaître.","",""
1243,0,0,0,0,"","",""
1244,1,0,151435,0,"Bien entendu, vous pouvez aussi ajouter les actions de votre familier dans une de vos barres de raccourcis. Pour ce faire, ouvrez la fenêtre <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Actions et traits<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, sélectionnez la catégorie <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Ordres<UIGlow>01</UIGlow><UIForeground>01</UIForeground> et l'icone de sous-catégorie <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Familiers<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.","",""
1245,1,0,151436,0,"Lorsque vous invoquez votre familier, vous pouvez faire apparaître une croix de raccourcis spéciale en pressant la touche <CommandIcon(13)/>. Utilisez les actions de cette dernière pour le contrôler à votre guise.","",""
1246,0,0,0,0,"","",""
1247,0,0,0,0,"","",""
1248,0,0,0,0,"","",""
1249,0,0,0,0,"","",""
1250,1,0,151211,0,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Crystalline Conflict<UIGlow>01</UIGlow><UIForeground>01</UIForeground> est un scénario d'en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment compétitif introduit par l'Alliance éorzéenne dans le but de promouvoir une saine émulation entre ses combattants.

Allez vite parler à <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Gungi Zelungi<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, sur la jetée de l'Antre des loups, pour tout savoir sur le sujet<Indent/>!","",""
1251,0,0,0,0,"","",""
1252,0,0,0,0,"","",""
1253,0,0,0,0,"","",""
1254,0,0,0,0,"","",""
1255,0,0,0,0,"","",""
1256,0,0,0,0,"","",""
1257,0,0,0,0,"","",""
1258,0,0,0,0,"","",""
1259,0,0,0,0,"","",""
1260,1,0,151481,0,"Vos sens affûtés d'aventurier vous permettent de prédire les attaques mortelles de vos ennemis.
Lorsque vous avez une <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>prémonition<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, une <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>zone rougeâtre<UIGlow>01</UIGlow><UIForeground>01</UIForeground> apparaît sur l'aire de jeu.
Déplacez-vous rapidement hors de celle-ci pour éviter de subir des dégâts.","",""
1261,1,0,151482,0,"Il arrive parfois que les PNJ parlent entre eux ou s'adressent à vous au cours d'un combat. Si vos alliés vous donneront des conseils pour venir à bout des adversaires, les ennemis vous défieront ou transmettront des ordres à leurs acolytes. Soyez attentifs aux paroles et aux actes de chacun.","",""
1262,1,0,151483,0,"Lorsque vous échouez une même bataille à plusieurs reprises, le Cristal-mère vous accorde sa grâce et vous octroie l'effet <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Écho<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Vous bénéficiez alors d'un nombre de PV supérieur et les dégâts que vous infligez sont augmentés.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Conseil<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> abattre les soigneurs en premier vous permettra de prendre l'ascendant sur vos adversaires.","",""
1263,0,0,0,0,"","",""
1264,0,0,0,0,"","",""
1265,0,0,0,0,"","",""
1266,0,0,0,0,"","",""
1267,0,0,0,0,"","",""
1268,0,0,0,0,"","",""
1269,0,0,0,0,"","",""
1270,1,0,151501,0,"Certaines quêtes exigent que vous utilisiez des objets-clefs sur des ennemis particuliers. Pour cela deux méthodes s'offrent à vous.

La première consiste à faire un clic droit sur la <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>barre d'information de cibles<UIGlow>01</UIGlow><UIForeground>01</UIForeground> et à choisir l'option <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Utiliser un objet-clef<UIGlow>01</UIGlow><UIForeground>01</UIForeground> dans le sous-menu.","",""
1271,1,0,151502,0,"La seconde, plus simple, consiste à cibler un ennemi puis à cliquer sur l'icone de l'objet dans la <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>liste des objectifs<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.","",""
1272,1,0,151504,0,"Certaines quêtes exigent que vous utilisiez des objets-clefs sur des ennemis particuliers. Pour cela deux méthodes s'offrent à vous.

La première consiste à cibler un ennemi puis à presser la touche <CommandIcon(10)/> pour ouvrir le sous-menu. À partir de là, il suffit de choisir l'option <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Utiliser un objet-clef<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pour exécuter l'action.","",""
1273,1,0,151502,0,"La seconde, consiste à cibler un ennemi puis à presser <CommandIcon(19)/> pour accéder à la <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>liste des objectifs<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Il suffit alors de sélectionner l'icone de l'objet désiré avec <CommandIcon(7)/>, puis de presser <CommandIcon(8)/> pour l'utiliser.","",""
1274,0,0,0,0,"","",""
1275,0,0,0,0,"","",""
1276,0,0,0,0,"","",""
1277,0,0,0,0,"","",""
1278,0,0,0,0,"","",""
1279,0,0,0,0,"","",""
1280,1,0,151441,0,"Les disciples de la guerre et de la magie reçoivent un <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>bonus d'arsenal<UIGlow>01</UIGlow><UIForeground>01</UIForeground> qui facilite le gain de niveau en augmentant le nombre de points d'expérience qu'ils recoivent en récompense en <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>tuant des monstres<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ou en participant à des <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ALÉA<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.","",""
1281,1,0,151442,0,"Pour bénéficier des effets du bonus d'arsenal, le niveau de votre classe de combat actuelle doit être <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>inférieur au niveau le plus élevé<UIGlow>01</UIGlow><UIForeground>01</UIForeground> des classes de combat que vous avez débloquées jusque-là. Dans cet exemple, le gladiateur de niveau 30 ne profitera pas du bonus car la classe maître d'hast est de niveau 1. Seul le cas inverse fonctionne.","",""
1282,0,0,0,0,"","",""
1283,0,0,0,0,"","",""
1284,0,0,0,0,"","",""
1285,0,0,0,0,"","",""
1286,0,0,0,0,"","",""
1287,0,0,0,0,"","",""
1288,0,0,0,0,"","",""
1289,0,0,0,0,"","",""
1290,1,0,151471,0,"Certaines quêtes exigent que vous utilisiez des objets à des endroits spécifiques pour progresser.

Pour ce faire, commencez par cliquer sur l'icone de l'objet dans la <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>liste des objectifs<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Déplacez ensuite la <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>cible<UIGlow>01</UIGlow><UIForeground>01</UIForeground> qui apparaît à l'écran à l'aide de la souris et cliquez sur l'objectif de votre choix pour réaliser l'action.","",""
1291,1,0,151472,0,"Certaines quêtes exigent que vous utilisiez des objets à des endroits spécifiques pour progresser.
Pour ce faire, commencez par sélectionner l'objet dans la <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>liste des objectifs<UIGlow>01</UIGlow><UIForeground>01</UIForeground> en pressant <CommandIcon(19)/>. Déplacez ensuite la <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>cible<UIGlow>01</UIGlow><UIForeground>01</UIForeground> qui apparaît à l'écran sur l'objectif de votre choix à l'aide de <CommandIcon(23)/>, et pressez <CommandIcon(8)/> pour réaliser l'action.","",""
1292,0,0,0,0,"","",""
1293,0,0,0,0,"","",""
1294,0,0,0,0,"","",""
1295,0,0,0,0,"","",""
1296,0,0,0,0,"","",""
1297,0,0,0,0,"","",""
1298,0,0,0,0,"","",""
1299,0,0,0,0,"","",""
1300,1,0,151311,0,"Pour jeter votre ligne à l'eau et commencer à pêcher, vous devez utiliser l'action <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Pêche<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.

Lorsque vous avez une touche, votre canne se plie. C'est alors le moment d'utiliser l'action <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Ferrage<UIGlow>01</UIGlow><UIForeground>01</UIForeground> pour tenter d'attraper le poisson qui mord à l'hameçon.","",""
1301,1,0,151312,0,"Notez que l'attribut de récolte <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Collecte<UIGlow>01</UIGlow><UIForeground>01</UIForeground> influe grandement sur vos talents de pêcheur. S'équiper d'objets qui augmentent cet attribut permet d'attraper les poissons avec <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>plus de facilité<UIGlow>01</UIGlow><UIForeground>01</UIForeground><Indent/>!","",""
1302,0,0,0,0,"","",""
1303,0,0,0,0,"","",""
1304,0,0,0,0,"","",""
1305,0,0,0,0,"","",""
1306,0,0,0,0,"","",""
1307,0,0,0,0,"","",""
1308,0,0,0,0,"","",""
1309,0,0,0,0,"","",""
1310,1,0,151451,0,"Les <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>mémoquartz allagois<UIGlow>01</UIGlow><UIForeground>01</UIForeground> sont des reliques de l'ancien empire d'Allag.

Sur ces pierres sont gravées des in<SoftHyphen/>for<SoftHyphen/>ma<SoftHyphen/>tions de cette époque. Celles-ci sont par<SoftHyphen/>ti<SoftHyphen/>cu<SoftHyphen/>liè<SoftHyphen/>rement recherchées des col<SoftHyphen/>lec<SoftHyphen/>tion<SoftHyphen/>neurs, qui sont prêts à débourser des sommes considérables pour se les procurer.","",""
1311,1,0,151452,0,"Vous pourrez échanger les vôtres contre des objets et des pièces d'équipement auprès de marchandes comme <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Rowena<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.

Vous les trouverez au <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Glas des revenants<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, au Mor Dhona.","",""
1312,0,0,0,0,"","",""
1313,0,0,0,0,"","",""
1314,0,0,0,0,"","",""
1315,0,0,0,0,"","",""
1316,0,0,0,0,"","",""
1317,0,0,0,0,"","",""
1318,0,0,0,0,"","",""
1319,0,0,0,0,"","",""
1320,1,0,151521,0,"Le bahut personnel (disponible entre autres dans les chambres d'auberge) permet de ranger des objets soumis à des <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>conditions d'obtention par<SoftHyphen/>ti<SoftHyphen/>cu<SoftHyphen/>liè<SoftHyphen/>res<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Cela inclut notamment les équipements saisonniers, les artefacts de job, les récompenses de hauts faits, ainsi que les objets promotionnels.
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>* Consultez la fenêtre d'aide de l'objet pour savoir si ce dernier peut être rangé dans le bahut personnel.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","",""
1321,1,0,151522,0,"Veuillez noter que seuls les objets dont la <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>condition est au moins à 100 %<UIGlow>01</UIGlow><UIForeground>01</UIForeground> peuvent être entreposés. En outre, toutes les pièces d'équipement rangées à l'intérieur du bahut voient leur taux de symbiose <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>réinitialisé<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ainsi que leurs éléments de personnalisation (blasons et teintures) <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>supprimés<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.","",""
1322,0,0,0,0,"","",""
1323,0,0,0,0,"","",""
1324,0,0,0,0,"","",""
1325,0,0,0,0,"","",""
1326,0,0,0,0,"","",""
1327,0,0,0,0,"","",""
1328,0,0,0,0,"","",""
1329,0,0,0,0,"","",""
1330,1,0,151531,0,"Lorsque vous remportez des combats dans l'arène, vous recevez des récompenses de trois sortes différentes<Indent/>:

Des points d'expérience uniques appelés <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Points JcJ<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Des <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>marques de loup<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Des <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>points d'expérience de série<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","",""
1331,1,0,151532,0,"En dehors de la mission JcJ, vous pouvez en outre récupérer des <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>récompenses de série<UIGlow>01</UIGlow><UIForeground>01</UIForeground> et des <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>cristaux-trophées<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.

Pour en savoir plus, allez parler au capitaine <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Berkoeya Loetahlsyn<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, sur la <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>jetée de l'Antre des loups<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.","",""
1332,1,0,151533,0,"La fenêtre de profil JcJ vous permet de voir différentes in<SoftHyphen/>for<SoftHyphen/>ma<SoftHyphen/>tions sur votre personnage, telles que les actions obtenues ainsi que l'historique des combats.

Pour y accéder, cliquez sur l'icone <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Personnage<UIGlow>01</UIGlow><UIForeground>01</UIForeground> du menu principal et sélectionnez l'option “Profil JcJ”.","",""
1333,1,0,151534,0,"La fenêtre de profil JcJ vous permet de voir différentes in<SoftHyphen/>for<SoftHyphen/>ma<SoftHyphen/>tions sur votre personnage, telles que les actions obtenues ainsi que les résultats de vos combats.

Pour y accéder, ouvrez le menu principal et sélectionnez l'option “Profil JcJ” à partir de la rubrique <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Personnage<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.","",""
1334,0,0,0,0,"","",""
1335,0,0,0,0,"","",""
1336,0,0,0,0,"","",""
1337,0,0,0,0,"","",""
1338,0,0,0,0,"","",""
1339,0,0,0,0,"","",""
1340,0,0,0,0,"","",""
1341,0,0,0,0,"","",""
1342,0,0,0,0,"","",""
1343,0,0,0,0,"","",""
1344,0,0,0,0,"","",""
1345,0,0,0,0,"","",""
1346,0,0,0,0,"","",""
1347,0,0,0,0,"","",""
1348,0,0,0,0,"","",""
1349,0,0,0,0,"","",""
