key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
88,"Cosmo-navette des plaines<Indent/>: terminée
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Quartier libre<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmo-navette des plaines<Indent/>: chantier terminé","La con<SoftHyphen/>struc<SoftHyphen/>tion de la cosmo-navette des plaines est terminée ! L'exploration dans cette direction va s'accélérer, merci de votre coopération<Indent/>!","La con<SoftHyphen/>struc<SoftHyphen/>tion de la cosmo-navette des plaines est terminée ! 
Un grand merci à tous les par<SoftHyphen/>ti<SoftHyphen/>ci<SoftHyphen/>pants !","Searchingway",7,False,168,14,0,241047,1480,126,6,6,2,3,4,5,6,7,0,0,0,0,0,0
89,"Grues d'application<Indent/>: coll. matériaux
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez aux missions cosmiques<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Grues d'application<Indent/>: collecte des matériaux","Nous avons besoin de matériaux pour construire des grues d'application<Indent/>! Merci de participer aux missions cosmiques<Indent/>!","Nous allons construire des grues pour explorer le gouffre 
aux Capsules<Indent/>! On compte sur vous pour les matériaux<Indent/>!","Searchingway",7,False,168,15,0,241048,0,0,0,0,2,3,4,5,6,7,0,0,0,0,0,0
90,"Grues supérieures<Indent/>: préparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Tenez-vous prêts<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Grues supérieures<Indent/>: préparation du chantier","Un premier projet d'ouvrage collectif visant à installer des grues d'application va bientôt commencer<Indent/>! Merci de participer<Indent/>!","Un premier projet d'ouvrage collectif va bientôt être lancé 
pour installer des grues ! Venez nous filer un coup de main !","Searchingway",7,False,168,15,0,241048,1451,0,0,0,2,3,4,5,6,7,0,0,0,0,0,0
91,"Grues supérieures<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez à l'effort collectif<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Grues supérieures<Indent/>: chantier en cours","Un premier projet d'ouvrage collectif vient d'être lancé afin d'installer des grues d'application<Indent/>! Merci de participer<Indent/>!","Un premier projet d'ouvrage collectif vient d'être 
lancé afin d'installer des grues<Indent/>! Merci d'avance<Indent/>!","Searchingway",7,False,168,15,0,241048,0,0,0,0,2,3,4,5,6,7,0,0,0,0,0,0
92,"Grues inférieures<Indent/>: préparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Tenez-vous prêts<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Grues inférieures<Indent/>: préparation du chantier","Un second projet d'ouvrage collectif visant à installer des grues d'application va bientôt commencer<Indent/>! Merci de participer<Indent/>!","Un second projet d'ouvrage collectif va bientôt être lancé 
pour installer des grues ! Venez nous filer un coup de main !","Searchingway",8,False,168,16,0,241049,1401,126,7,5,2,3,4,5,6,7,0,0,0,0,0,0
93,"Grues inférieures<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez à l'effort collectif<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Grues inférieures<Indent/>: chantier en cours","Un second projet d'ouvrage collectif vient d'être lancé afin d'installer des grues d'application<Indent/>! Merci de participer<Indent/>!","Un second projet d'ouvrage collectif vient d'être 
lancé afin d'installer des grues<Indent/>! Merci d'avance<Indent/>!","Searchingway",8,False,168,16,0,241049,0,0,0,0,2,3,4,5,6,7,0,0,0,0,0,0
94,"Grues d'application<Indent/>: terminées
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Quartier libre<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Grues d'application<Indent/>: chantier terminé","Le chantier d'installation des grues d'application est terminé<Indent/>! L'exploration du gouffre aux Capsules va avancer, merci de votre coopération<Indent/>!","L'installation des grues d'application est terminée<Indent/>! 
Bravo et merci à tous<Indent/>!","Searchingway",9,False,168,17,0,241050,1481,126,8,6,2,3,4,5,6,7,0,0,0,0,0,0
95,"Cosmo-navette du gouffre<Indent/>: coll. matériaux
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez aux missions cosmiques<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmo-navette du gouffre<Indent/>: collecte des matériaux","Nous avons besoin de matériaux pour construire la cosmo-navette du gouffre<Indent/>! Merci de participer aux missions cosmiques<Indent/>!","Nous prévoyons de construire une cosmo-navette près du gouffre aux Capsules ! 
Nous sommes en train de réunir les matériaux nécessaires !","Searchingway",9,False,168,18,0,241051,0,0,0,0,2,3,4,5,6,7,0,0,0,0,0,0
96,"Cosmo-navette du gouffre<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Encore un peu de patience<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmo-navette du gouffre<Indent/>: chantier en cours","La fin du chantier pour la con<SoftHyphen/>struc<SoftHyphen/>tion de la cosmo-navette du gouffre approche<Indent/>! Encore un peu de patience, et nous pourrons tous en profiter<Indent/>!","La fin du chantier pour la con<SoftHyphen/>struc<SoftHyphen/>tion de la cosmo-navette 
du gouffre est prévue pour bientôt !","Searchingway",9,False,168,18,0,241051,1452,0,0,0,2,3,4,5,6,7,0,0,0,0,0,0
97,"Cosmo-navette du gouffre<Indent/>: terminée
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Quartier libre<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmo-navette du gouffre<Indent/>: chantier terminé","La con<SoftHyphen/>struc<SoftHyphen/>tion de la cosmo-navette du gouffre est terminée ! L'exploration dans cette direction va s'accélérer, merci de votre coopération<Indent/>!","La con<SoftHyphen/>struc<SoftHyphen/>tion de la cosmo-navette du gouffre est terminée ! 
Un grand merci à tous les par<SoftHyphen/>ti<SoftHyphen/>ci<SoftHyphen/>pants !","Searchingway",10,False,168,19,0,241052,1482,126,9,6,2,3,4,5,6,7,0,0,0,0,0,0
98,"Campement gamma<Indent/>: coll. matériaux
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez aux missions cosmiques<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Campement gamma<Indent/>: collecte des matériaux","Nous avons besoin de matériaux pour agrandir la station Souffleverre<Indent/>! Merci de participer aux missions cosmiques<Indent/>!","Nous comptons effectuer un nouvel agrandissement de la station 
Souffleverre<Indent/>! Nous sommes en train de réunir les matériaux nécessaires<Indent/>!","Searchingway",10,False,168,20,0,241053,0,0,0,0,2,3,4,5,6,7,0,0,0,0,0,0
99,"Campement gamma<Indent/>: préparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Tenez-vous prêts<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Campement gamma<Indent/>: préparation du chantier","Un projet d'ouvrage collectif visant à agrandir davantage la station Souffleverre va bientôt commencer<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif va bientôt être lancé en vue d'agrandir 
un peu plus la station<Indent/>! Venez nous filer un coup de main<Indent/>!","Searchingway",10,False,168,20,0,241053,1451,0,0,0,2,3,4,5,6,7,0,0,0,0,0,0
100,"Campement gamma<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez à l'effort collectif<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Campement gamma<Indent/>: chantier en cours","Un projet d'ouvrage collectif visant à agrandir davantage la station Souffleverre est en cours<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif vient d'être lancé afin 
d'agrandir un peu plus la station<Indent/>! Merci d'avance<Indent/>!","Searchingway",10,False,168,20,0,241053,0,0,0,0,2,3,4,5,6,7,0,0,0,0,0,0
101,"Campement gamma<Indent/>: terminé
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Quartier libre<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Campement gamma<Indent/>: chantier terminé","L'agrandissement de la station est terminé<Indent/>! L'exploration va de l'avant, merci de votre coopération<Indent/>!","L'agrandissement de la station est terminé<Indent/>! 
Un grand merci à tous les par<SoftHyphen/>ti<SoftHyphen/>ci<SoftHyphen/>pants<Indent/>!","Searchingway",11,False,168,21,0,241054,1483,126,10,6,1,3,4,5,6,7,0,0,0,0,0,0
102,"Hangar gamma<Indent/>: coll. matériaux
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez aux missions cosmiques<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Hangar gamma<Indent/>: collecte des matériaux","Nous avons besoin de matériaux pour agrandir davantage le hangar des machines<Indent/>! Merci de participer aux missions cosmiques<Indent/>!","Nous projetons d'agrandir davantage le hangar des 
machines<Indent/>! Aidez-nous à réunir les matériaux nécessaires<Indent/>!","Searchingway",11,False,168,22,0,241055,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
103,"Hangar gamma<Indent/>: préparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Tenez-vous prêts<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Hangar gamma<Indent/>: préparation du chantier","Un projet d'ouvrage collectif visant à agrandir davantage le hangar des machines va bientôt commencer<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif va bientôt être lancé pour 
l'agrandissement du hangar<Indent/>! Venez nous filer un coup de main<Indent/>!","Searchingway",11,False,168,22,0,241055,1451,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
104,"Hangar gamma<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez à l'effort collectif<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Hangar gamma<Indent/>: chantier en cours","Un projet d'ouvrage collectif visant à agrandir davantage le hangar des machines est en cours<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif vient d'être lancé 
pour l'agrandissement du hangar<Indent/>! Merci d'avance<Indent/>!","Searchingway",11,False,168,22,0,241055,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
105,"Hangar gamma<Indent/>: terminé
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Quartier libre<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Hangar gamma<Indent/>: chantier terminé","Le nouvel agrandissement du hangar est terminé<Indent/>! Les machines seront maintenant plus à l'aise, merci de votre coopération<Indent/>!","L'agrandissement du hangar est terminé<Indent/>! 
Bravo à tous les par<SoftHyphen/>ti<SoftHyphen/>ci<SoftHyphen/>pants<Indent/>!","Searchingway",12,False,168,23,0,241056,1402,126,11,5,1,3,4,5,6,7,0,0,0,0,0,0
106,"Cosmoport bêta<Indent/>: coll. matériaux
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez aux missions cosmiques<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmoport bêta<Indent/>: collecte des matériaux","Nous avons besoin de matériaux pour agrandir le cosmoport<Indent/>! Merci de participer aux missions cosmiques<Indent/>!","Nous projetons d'agrandir le cosmoport<Indent/>! 
Aidez-nous à réunir les matériaux nécessaires<Indent/>!","Searchingway",12,False,168,24,0,241057,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
107,"Cosmoport bêta<Indent/>: préparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Tenez-vous prêts<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmoport bêta<Indent/>: préparation du chantier","Un projet d'ouvrage collectif visant à agrandir le cosmoport va bientôt commencer<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif va bientôt être lancé pour 
l'agrandissement du cosmoport ! Venez nous filer un coup de main !","Searchingway",12,False,168,24,0,241057,1451,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
108,"Cosmoport bêta<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez à l'effort collectif<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmoport bêta<Indent/>: chantier en cours","Un projet d'ouvrage collectif visant à agrandir le cosmoport est en cours<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif vient d'être lancé pour 
l'agrandissement du cosmoport ! Merci d'avance<Indent/>!","Searchingway",12,False,168,24,0,241057,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
109,"Cosmoport bêta<Indent/>: terminé
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Quartier libre<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmoport bêta<Indent/>: chantier terminé","L'agrandissement du cosmoport est terminé<Indent/>! Nous allons pouvoir viser des planètes encore plus lointaines, merci de votre coopération<Indent/>!","L'agrandissement du cosmoport est terminé<Indent/>! 
Bravo à tous les par<SoftHyphen/>ti<SoftHyphen/>ci<SoftHyphen/>pants<Indent/>!","Searchingway",13,False,168,25,0,241058,1402,126,12,5,1,3,4,5,6,7,0,0,0,0,0,0
110,"Méga panneaux solaires<Indent/>: coll. matériaux
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez aux missions cosmiques<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Méga panneaux solaires<Indent/>: collecte des matériaux","Nous avons besoin de matériaux pour installer des méga panneaux solaires<Indent/>! Merci de participer aux missions cosmiques<Indent/>!","Nous allons installer des méga panneaux solaires<Indent/>! 
On compte sur vous pour les matériaux<Indent/>!","Searchingway",13,False,168,26,0,241059,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
111,"Méga panneaux solaires 1<Indent/>: préparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Tenez-vous prêts<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Méga panneaux solaires 1<Indent/>: préparation du chantier","Un premier projet d'ouvrage collectif visant à installer des méga panneaux solaires va bientôt commencer<Indent/>! Merci de participer<Indent/>!","Un premier projet d'ouvrage collectif va bientôt être lancé pour 
installer des panneaux solaires ! Venez nous filer un coup de main !","Searchingway",13,False,168,26,0,241059,1451,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
112,"Méga panneaux solaires 1<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez à l'effort collectif<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Méga panneaux solaires 1<Indent/>: chantier en cours","Un premier projet d'ouvrage collectif vient d'être lancé afin d'installer des méga panneaux solaires<Indent/>! Merci de participer<Indent/>!","Un premier projet d'ouvrage collectif vient d'être lancé 
afin d'installer des panneaux solaires<Indent/>! Merci d'avance<Indent/>!","Searchingway",13,False,168,26,0,241059,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
113,"Méga panneaux solaires 2<Indent/>: préparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Tenez-vous prêts<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Méga panneaux solaires 2<Indent/>: préparation du chantier","Un second projet d'ouvrage collectif visant à installer des méga panneaux solaires va bientôt commencer<Indent/>! Merci de participer<Indent/>!","Un second projet d'ouvrage collectif va bientôt être lancé pour 
installer des panneaux solaires ! Venez nous filer un coup de main !","Searchingway",14,False,168,27,0,241060,1401,126,13,5,1,3,4,5,6,7,0,0,0,0,0,0
114,"Méga panneaux solaires 2<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez à l'effort collectif<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Méga panneaux solaires 2<Indent/>: chantier en cours","Un second projet d'ouvrage collectif vient d'être lancé afin d'installer des méga panneaux solaires<Indent/>! Merci de participer<Indent/>!","Un second projet d'ouvrage collectif vient d'être lancé 
afin d'installer des panneaux solaires<Indent/>! Merci d'avance<Indent/>!","Searchingway",14,False,168,27,0,241060,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
115,"Méga panneaux solaires<Indent/>: terminés
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Quartier libre<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Méga panneaux solaires<Indent/>: chantier terminé","Le chantier d'installation des méga panneaux solaires est terminé<Indent/>! On va avoir toute l'énergie dont on a besoin, merci de votre coopération<Indent/>!","L'installation des méga panneaux solaires 
est terminée<Indent/>! Bravo et merci à tous<Indent/>!","Searchingway",15,False,168,28,0,241061,1402,126,14,5,1,3,4,5,6,7,0,0,0,0,0,0
116,"Station des drones<Indent/>: coll. matériaux
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez aux missions cosmiques<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Station des drones<Indent/>: collecte des matériaux","Nous avons besoin de matériaux pour construire une station de drones<Indent/>! Merci de participer aux missions cosmiques<Indent/>!","Nous projetons de construire une station de drones<Indent/>! 
Aidez-nous à réunir les matériaux nécessaires<Indent/>!","Searchingway",15,False,168,29,0,241062,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
117,"Station des drones<Indent/>: préparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Tenez-vous prêts<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Station des drones<Indent/>: préparation du chantier","Un projet d'ouvrage collectif visant à construire une station de drones va bientôt commencer<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif va bientôt être lancé pour la con<SoftHyphen/>struc<SoftHyphen/>tion 
d'une station de drones ! Venez nous filer un coup de main !","Searchingway",15,False,168,29,0,241062,1451,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
118,"Station des drones<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez à l'effort collectif<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Station des drones<Indent/>: chantier en cours","Un projet d'ouvrage collectif visant à construire une station de drones est en cours<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif vient d'être lancé pour 
la con<SoftHyphen/>struc<SoftHyphen/>tion d'une station de drones ! Merci d'avance<Indent/>!","Searchingway",15,False,168,29,0,241062,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
119,"Opération de refroidissement 1<Indent/>: préparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Tenez-vous prêts<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Opération de refroidissement 1<Indent/>: préparation","Un premier projet d'ouvrage collectif visant à refroidir le verre en fusion va bientôt commencer<Indent/>! Merci de participer<Indent/>!","Un premier projet d'ouvrage collectif va bientôt être lancé pour 
refroidir le verre en fusion ! Venez nous filer un coup de main !","Searchingway",16,False,168,30,0,241063,1401,126,15,5,1,3,4,5,6,7,0,0,0,0,0,0
120,"Opération de refroidissement 1<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez à l'effort collectif<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Opération de refroidissement 1<Indent/>: en cours","Un premier projet d'ouvrage collectif vient d'être lancé afin de refroidir le verre en fusion<Indent/>! Merci de participer<Indent/>!","Un premier projet d'ouvrage collectif vient d'être lancé 
afin de refroidir le verre en fusion<Indent/>! Merci d'avance<Indent/>!","Searchingway",16,False,168,30,0,241063,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
121,"Opération de refroidissement 2<Indent/>: préparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Tenez-vous prêts<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Opération de refroidissement 2<Indent/>: préparation","Un second projet d'ouvrage collectif visant à refroidir le verre en fusion va bientôt commencer<Indent/>! Merci de participer<Indent/>!","Un second projet d'ouvrage collectif va bientôt être lancé pour 
refroidir le verre en fusion ! Venez nous filer un coup de main !","Searchingway",17,False,168,31,0,241064,1401,126,16,5,1,3,4,5,6,7,0,0,0,0,0,0
122,"Opération de refroidissement 2<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez à l'effort collectif<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Opération de refroidissement 2<Indent/>: en cours","Un second projet d'ouvrage collectif vient d'être lancé afin de refroidir le verre en fusion<Indent/>! Merci de participer<Indent/>!","Un second projet d'ouvrage collectif vient d'être lancé 
afin de refroidir le verre en fusion<Indent/>! Merci d'avance<Indent/>!","Searchingway",17,False,168,31,0,241064,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
123,"Opération de refroidissement<Indent/>: terminée
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Quartier libre<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Opération de refroidissement<Indent/>: terminée","L'opération de refroidissement est terminée<Indent/>! L'exploration de Phaenna continue, merci de votre coopération<Indent/>!","L'opération de refroidissement est terminée<Indent/>! 
Bravo et merci à tous<Indent/>!","Searchingway",18,False,168,32,0,241065,1484,126,17,6,1,3,4,5,6,7,0,0,0,0,0,0
124,"Cosmo-navette du volcan<Indent/>: coll. matériaux
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez aux missions cosmiques<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmo-navette du volcan<Indent/>: collecte des matériaux","Nous avons besoin de matériaux pour construire la cosmo-navette du volcan<Indent/>! Merci de participer aux missions cosmiques<Indent/>!","Nous prévoyons de construire une cosmo-navette près de la Cheminée 
de Fusingway ! Nous sommes en train de réunir les matériaux nécessaires !","Searchingway",18,False,168,33,0,241066,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
125,"Cosmo-navette du volcan<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Encore un peu de patience<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmo-navette du volcan<Indent/>: chantier en cours","La fin du chantier pour la con<SoftHyphen/>struc<SoftHyphen/>tion de la cosmo-navette du volcan approche<Indent/>! Encore un peu de patience, et nous pourrons tous en profiter<Indent/>!","La fin du chantier pour la con<SoftHyphen/>struc<SoftHyphen/>tion de la cosmo-navette 
du volcan est prévue pour bientôt !","Searchingway",18,False,168,33,0,241066,1452,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
126,"Cosmo-navette du volcan<Indent/>: terminée
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Quartier libre<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmo-navette du volcan<Indent/>: chantier terminé","La con<SoftHyphen/>struc<SoftHyphen/>tion de la cosmo-navette du volcan est terminée ! L'exploration dans cette direction va s'accélérer, merci de votre coopération<Indent/>!","La con<SoftHyphen/>struc<SoftHyphen/>tion de la cosmo-navette du volcan est 
terminée ! Un grand merci à tous les par<SoftHyphen/>ti<SoftHyphen/>ci<SoftHyphen/>pants !","Searchingway",19,False,168,34,0,241067,1485,126,18,6,1,3,4,5,6,7,0,0,0,0,0,0
127,"Stellascope<Indent/>: coll. matériaux
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez aux missions cosmiques<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Stellascope<Indent/>: collecte des matériaux","Nous avons besoin de matériaux pour équiper la station Souffleverre d'un super télescope<Indent/>! Merci de participer aux missions cosmiques<Indent/>!","Nous comptons doter la station Souffleverre d'un télescope ! 
Nous sommes en train de réunir les matériaux nécessaires !","Searchingway",19,False,168,35,0,241068,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
128,"Stellascope<Indent/>: préparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Tenez-vous prêts<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Stellascope<Indent/>: préparation du chantier","Un projet d'ouvrage collectif visant à équiper la station Souffleverre d'un super télescope va bientôt commencer<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif va bientôt être lancé en vue d'équiper la 
station Souffleverre d'un télescope ! Venez nous filer un coup de main !","Searchingway",19,False,168,35,0,241068,1451,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
129,"Stellascope<Indent/>: en cours
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez à l'effort collectif<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Stellascope<Indent/>: chantier en cours","Un projet d'ouvrage collectif visant à équiper la station Souffleverre d'un super télescope est en cours<Indent/>! Merci de participer<Indent/>!","Un projet d'ouvrage collectif vient d'être lancé afin 
d'équiper la station Souffleverre d'un télescope !","Searchingway",19,False,168,35,0,241068,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
130,"Stellascope<Indent/>: terminé
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Prenez un repos bien mérité<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Stellascope<Indent/>: chantier terminé","La station Souffleverre est désormais équipée d'un super télescope<Indent/>! Nous allons pouvoir observer les profondeurs de l'univers, merci de votre coopération<Indent/>!","L'installation du télescope est terminée ! 
Un grand merci à tous les par<SoftHyphen/>ti<SoftHyphen/>ci<SoftHyphen/>pants !","Searchingway",20,False,168,36,0,241069,1486,126,19,6,1,3,4,5,6,7,0,0,0,0,0,0
131,"Développement de la station Soufleverre terminé
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Vers l'infini, et au-delà<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Développement de la station Soufleverre terminé","Toutes les infrastructures de la station Souffleverre sont achevées<Indent/>! Maintenant, la prochaine planète nous attend<Indent/>! Fé<SoftHyphen/>li<SoftHyphen/>ci<SoftHyphen/>ta<SoftHyphen/>tions et merci à toutes et à tous<Indent/>!","Grâce à nos efforts combinés, les différentes infrastructures prévues pour 
la station Souffleverre sont enfin terminées ! Merci, merci, et encore merci !!!","Searchingway",20,False,168,37,0,241070,0,0,0,0,1,3,4,5,6,7,0,0,0,0,0,0
132,"Modules d'habitation<Indent/>: coll. matériaux
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participez aux missions cosmiques<Indent/>!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Modules d'habitation<Indent/>: collecte des matériaux","Nous avons besoin de matériaux pour construire des modules d'habitation<Indent/>! Merci de participer aux missions cosmiques<Indent/>!","Nous sommes en train de réunir les matériaux nécessaires à 
la con<SoftHyphen/>struc<SoftHyphen/>tion de modules d'habitation<Indent/>! Votre aide est la bienvenue<Indent/>!","Searchingway",0,False,170,1,0,241072,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
