key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
77,77,72278,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Blaue Imitationskünste der Ghrah.
Die Ghrah besitzen ein ausgesprochen feines Gespür für die Zusammensetzung des Äthers in einem Wesen. So fein, dass sie diese sogar kopieren und die Stärken ihres Kontrahenten imitieren können.",4,40,0,0,False,True,False,False,False,False,False,False,False,False,False,False
78,78,72279,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Erde
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★★
","Ravanas Kampfeslust.
Die unbändige Raserei Ravanas bündelt unzählige winzige Metallsplitter aus dem Erdäther der Umgebung. Diesen tödlichen Geschossen fällt alles zum Opfer, was nicht rechtzeitig in Deckung zu gehen vermag.",4,86,0,0,True,False,False,False,False,False,False,False,False,False,False,False
79,79,72280,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★★
","Sophias Strafe.
Die Ikone Sophia duldet keine Störenfriede, die die Balance aller Dinge aus dem Gleichgewicht werfen. Wo Harmonie fehlt, herrscht Zerstörung<Indent/>- und im Zweifelsfall sorgt Sophia selbst dafür.",4,183,0,0,True,False,False,False,False,False,False,False,False,False,False,False
80,80,72281,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physisch/Schlag
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★★
","Brutalus' Superattacke.
Schwingen der Gerechtigkeit, tragt uns hoch hinauf! Liebe, Freund<SoftHyphen/>schaft und Hoffnung besiegen selbst den stärksten Feind! Hier<Indent/>... kommt<Indent/>... der<Indent/>... GEWISSENSTRITT!",4,139,0,0,True,False,False,False,False,False,False,False,False,False,False,False
81,81,72282,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physisch/Stich
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","Speerfischtechnik der Namazuo.
Dieser schnelle, dreifache Angriff hat sich als äußerst effektiv gegen Kreaturen erwiesen, die den Fischer verspeisen wollten.",1,2410,0,0,True,False,False,False,False,False,False,False,False,False,False,False
82,82,72283,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Blitz
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Blitzschläge der Namazuo.
Vermutlich eher nach dem wohligen Gefühl, das den Ausführenden überkommt, benannt als nach der blitzartigen Zerstörung des fernen Ziels. Von Jägern ersonnen, die es sich am Fluss gemütlich machen und einfach angreifen, was gerade anschwimmt.",1,2410,69527,69526,True,True,False,False,False,False,False,False,False,False,False,False
83,83,72284,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","Sabotage der Dojun-Maru.
Die Dojun-Maru setzen diese Technik ein, um eine Reihe von Phantom-Tatami-Matten zu weben, die sie dem Gegner dann mit voller Wucht entgegenschleudern. Ein wahrer Meister kann die Matten gar mit dem leichten Duft von Tatami-Stroh versetzen.",4,262,0,0,True,False,False,False,False,False,False,True,False,False,False,False
84,84,72285,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Eis
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Verteidigungsinstinkt der Nebeldrachen.
Ein Nebeldrache hüllt sich instinktiv in einen eisigen Nebel, der Angreifer einfriert, die ihm zu nahe kommen. Anwender dieses Zaubers haben entdeckt, dass man das eigene Einfrieren verhindern kann, indem man den Körper mit warmer Luft umhüllt.",4,585,0,0,True,True,False,True,False,False,False,False,False,False,False,False
85,85,72286,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Lakshmis Spezialtechnik.
Ein Lobgesang der Liebe, der eine Lichtexplosion erzeugt, dessen Wirkung von dem Geist des Zauberers abhängt. Ein Herz, das von Wut erfüllt ist, wird Feinde verbrennen, während ein gütiges Herz die Wunden der Lieben heilen wird.",4,263,0,0,True,True,False,False,False,False,False,False,False,False,False,False
86,86,72287,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Reinigendes Licht des Phantomzugs.
Dieses heilige Licht verbrennt ruhelose Geister und verzehrt verdorbene Seelen. In Garlemald, wo das Reisen mit Maschinen üblich ist, erzählt man sich die Geschichte von einer gespenstischen Lokomotive, deren Passagiere die Geister der Toten sind<Indent/>...",4,286,0,0,True,False,False,False,False,False,False,False,False,False,False,False
87,87,72288,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Erde
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","Tokkapchis Markenzeichen.
Diese Fähigkeit nutzt Erdäther, um einen stechenden Geysir aus Schlamm zu erzeugen. Es wird weithin angenommen, dass dieser bei in Weiß gekleideten Gegnern zusätzlichen psychologischen Schaden anrichtet.",4,584,0,0,True,False,False,False,False,False,False,False,False,False,False,False
88,88,72289,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","Blaumagie der Wächterstatuen.
Ein Zauber, der den Wächerstatuen der Neuen Welt innewohnt und allerlei Heilmittel aus dem Äther zieht. Das Ziel des Zaubers erfährt eine schnelle Wundheilung<Indent/>- ein Effekt, der mitunter nachwirkt, wenn der Zauber von einem erfahrenen Heiler gesprochen wurde.",2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
89,89,72290,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Wasser
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Genbus Spezialtechnik.
Diese magische Barriere ist aus Wasseräther geformt. Sie schwächt eingehende Schläge und speichert deren Energie, die später in einer explosiven Sturzflut entladen werden kann.",4,284,0,0,True,True,False,False,False,False,False,False,False,False,False,False
90,90,72291,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Ivon Coeurlfausts Spezialtechnik.
Dieser Zauber imitiert die Blaster-Attacke von wilden Coeurl. Beim Ausführen wird eine Kugel konzentrierten Äthers mit einer Wucht nach vorne geschleudert, die selbst die standhaftesten Gegner umhaut.",4,236,0,0,True,False,False,False,False,False,False,False,False,False,False,False
91,91,72292,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Coeurl-Spezialtechnik.
Ein Verhalten, das von bestimmten Arten von Coeurl erlernt wird. Der Magier reagiert auf gefallene Kameraden, indem er seinen animalischen Überlebensinstinkt weckt. Wenn alles verloren scheint, ist ungezähmte Wildheit das einzige Mittel zum Sieg.",1,34,69526,69525,False,True,False,False,False,False,False,False,False,False,False,False
92,92,72293,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","Flügelschlag der Kongamato.
Dieser Zauber imitiert die Flügelschläge eines Kongamato und erzeugt eine Ultraschallwelle, die sich sichtbar in der Luft ausbreitet. Die Vibrationen sind für gefrorene oder versteinerte Ziele tödlich und lassen diese zersplittern.",1,2407,69528,69527,True,False,False,False,False,False,False,False,False,False,False,True
93,93,72294,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Eis
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Der eisige Griff von Alte Roite.
Dieser Angriff manifestiert einen Wirbelsturm aus Eis. Der frostige Wind fügt seinen Opfern schlimme Erfrierungen zu.",4,252,0,0,True,False,False,False,False,False,False,False,False,False,False,False
94,94,72295,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Feuer
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Omegas chemische Waffen.
Eine Imitation der furchtbaren chemischen Explosionen, die Omega verursacht. Dieser Zauber feuert eine Bombe in einem Bogen ab, die beim Treffen des Ziels detoniert. Der Angriff hinterlässt einen beißenden Geruch, der Senf ähnelt.",4,589,0,0,True,False,False,False,False,False,False,False,False,False,False,False
95,95,72296,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","Spezialtechnik der Drachen der Neuen Welt.
Diese Fähigkeit hüllt den Magier in eine Sphäre ätherischer Kraft, die eingehende Angriffe schwächt. Es gibt eine Debatte darüber, ob es sich bei diesen „Drachen“ tatsächlich um Drachen oder lediglich um eine artverwandte Spezies handelt.",2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
96,96,72297,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","Nadelspitzen der Salz-Dhruva.
Dieser Zauber beschwört eine Reihe leuchtender Projektile, die allem in ihrem Weg nadelstichartige Wunden zufügen. Die Wunden verursachen starke Blutungen, wodurch das Ziel geschwächt wird und erhebliche Schmerzen erleidet.",1,2408,69529,69528,True,False,False,False,False,False,False,False,False,False,False,False
97,97,72298,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Wasser
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Sog der Kelpie.
Dieser Zauber verursacht eine gewaltige Sturzflut, die Ziele in der Nähe anzieht. Selbst tieffliegende Wolkenmeerkreaturen können sich diesem Sog nicht entziehen.",4,279,0,0,True,False,False,False,False,False,False,False,False,False,False,False
98,98,72299,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Wasser
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Das Tosen der Sai Taisui.
Diese Form der Geomantie beschwört einen Wasserschwall, der alles in seinem Weg hinfortschwemmt, egal ob Freund oder Feind. Mit derartigen Verwünschungen kann man nie vorsichtig genug umgehen.",4,536,0,0,True,True,False,False,False,False,False,False,False,False,False,False
99,99,72300,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","Post vom Kurier-Chocobo.
Eine zerstörerische Fähigkeit, die Staub und Schmutz zu einer soliden Masse verdichtet, die dann erhitzt und von oben auf das Ziel abgeworfen wird. Daher ist es kein Wunder, dass diese gefiederten Feinde überall, wo sie auftauchen, Schrecken verursachen.",1,2000,0,0,True,False,False,False,False,False,False,False,False,False,False,False
100,100,72301,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","Schrecken der Nichts<SoftHyphen/>gesand<SoftHyphen/>ten der Neuen Welt.
Dieser Zauber setzt dem Ziel mit einem Sperrfeuer aus glühenden Kugeln zu. Sein Name soll einst die Flüche der Whalaqee sowie die Konvertierung von Lebenskraft zu Mana umfasst haben.",2,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
101,101,72302,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physisch/Schlag
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Omega-Technologie.
Omega hatte freie Hand im Inter<SoftHyphen/>dimen<SoftHyphen/>sio<SoftHyphen/>nalen Riss, wodurch es auf eine große Sammlung von Daten zugreifen und allerlei Arten von Objekten synthetisieren konnte
- einschließlich riesiger Fäuste aus unnachgiebigem Metall.",4,589,0,0,True,False,False,False,False,False,False,True,False,False,False,False
102,102,72303,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★★
","Die Macht von Qitian Dasheng.
Diese Zauberformel versucht, die übernatürliche Macht von Qitian Dasheng zu imitieren. Der Magier springt in die Luft und wirbelt einen langen Stab aus purem Äther mit brutaler Kraft umher.",4,536,0,0,True,False,False,False,False,False,False,False,False,False,False,False
103,103,72304,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physisch/Schlag
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★★
","Suzakus Hast.
Entfesselt eine schnelle Serie aus unscharfen Tritten. Das „Phantom“ im Namen ist eine Referenz an eine astrologische Konstellation im Fernen Osten<Indent/>- ein Zeichen, das Glück für alle Bereiche des Lebens bringen soll<Indent/>... bis auf den Ewigen Bund.",4,596,0,0,True,False,False,False,False,False,False,False,False,False,False,False
104,104,72305,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>---
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★★
","Tsukuyomis Zorn.
Der bösartige Zorn der Herrscherin der Nacht und des Mondes manifestiert sich in einem Blumenfeld, das dann in einem Hagel aus tödlichen Blüten explodiert. Akzeptiere die Unausweichlichkeit deines Todes und die Macht der Monddämmerung soll dein sein.",4,537,0,0,True,False,False,False,False,False,False,False,False,False,False,False
105,105,72306,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Neutral
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","Rage des Hobgoblins.
Der Anwender greift das Ziel mit einer wilden Barrage an Schlägen an. In der Blaumagie werden Hiebe und Schläge zwar üb<SoftHyphen/>lich<SoftHyphen/>er<SoftHyphen/>wei<SoftHyphen/>se mit Magie verstärkt, denen, die sich ihren Feinden ohne List und Hinterhalt stellen, wird aber eine weitaus größere Kraft zuteil.",1,2954,70310,70309,True,False,False,False,False,False,False,False,False,False,False,False
106,106,72307,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physisch/Schlag
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Neutral
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Schwung des Riesengürteltiers.
Imitiert das Hin- und Herschwingen des mit einem großen Felsbrocken bespickten Schwanzes. Wenn der Felsbrocken einmal in Fahrt kommt, nähert sich so schnell keiner mehr.",4,656,0,0,True,True,False,False,False,False,False,False,False,False,False,False
107,107,72308,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Neutral
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","Des Gürteltiers Hautknochenpanzer.
Die Haut verhärtet sich um ein Vielfaches durch Magie. Zwar wird der Aufprall von physischen Angriffen gelindert, Schmerzen verspürt man aber immer noch.",1,2955,70311,70310,False,True,False,False,False,False,False,False,False,False,False,False
108,108,72309,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Neutral
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","Des Gürteltiers Feuchtigkeit.
Es sammelt Wasserpartikel aus der Luft und gibt seinem Körper so die nötige Feuchtigkeit, um sich zu regenerieren. Trockenheit und Stress sind der größte Feind von gesunder Haut!",1,2955,70312,70311,False,True,False,False,False,False,False,False,False,False,False,False
109,109,72310,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Neutral
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","Blaumagie der Schalentiere der neuen Welt.
Feuer, Eis und Blitz. Das Anstauen und Ausatmen des Äthers ganzer drei Elemente ist Teil dieses Angriffs. Durch das Anstauen im Körper kann das Gleichgewicht des Äthers gestört werden, und zu häufiges Anwenden hat fatale Folgen.",2,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
110,110,72311,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physisch/Schlag
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Neutral
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Der Zorn des Phantom-Berserkers.
Von Hass und Wut übermannt entfesselt der Anwender eine Welle der Zerstörung. Ein äußerst effektiver Angriff, der jedoch auch einiges an Energie und Kraft des Anwenders verbraucht. ",4,737,0,0,True,False,False,False,False,False,False,False,False,False,False,False
111,111,72312,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Erde
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Der Dreck des Matschmannes.
Erzeugt mit der Hilfe von Äther des Elements Erde eine riesige Kugel aus Schlamm und Dreck, nur um sie dann dem Gegner an den Kopf zu werfen. Das schlimmste hierbei ist der seelische Schaden, den das Ziel durch den hartnäckig anhaftenden Dreck erleidet. ",4,746,0,0,True,False,False,False,False,False,False,False,False,False,False,False
112,112,72313,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physisch/Schlag
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Neutral
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","Das Fegegeschick des Einsiedlers.
Beschwört Besen zum Saubermachen herbei. Je mehr Dreck ein auf diese Weise beschworener Besen zu fegen bekommt, desto glücklicher wird er.",4,692,0,0,True,True,False,False,False,False,False,False,False,False,False,False
