key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
125,2,243185,95,"Bestien-Windresistenzmittel[p] II",4,"Bestien-Windresistenzmittel[p] II",2,0,1,2,0,"Bestien-Windresistenzmittel II","Gewährt Verbündeten in deiner Nähe <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Windaffinität<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Wirkung: Absorbiert mit einer Wahr<SoftHyphen/>schein<SoftHyphen/>lich<SoftHyphen/>keit von 70<Indent/>% Windschaden als LP.
Dauer: 15 Sekunden
※ Nur in Kämpfen einsetzbar.",""
126,2,243186,47,"Bestien-Eisresistenzmittel[p] I",4,"Bestien-Eisresistenzmittel[p] I",2,0,1,2,0,"Bestien-Eisresistenzmittel I","Gewährt Verbündeten in deiner Nähe <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Eisaffinität<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Wirkung: Absorbiert mit einer Wahr<SoftHyphen/>schein<SoftHyphen/>lich<SoftHyphen/>keit von 50<Indent/>% Eisschaden als LP.
Dauer: 15 Sekunden
※ Nur in Kämpfen einsetzbar.",""
127,2,243187,95,"Bestien-Eisresistenzmittel[p] II",4,"Bestien-Eisresistenzmittel[p] II",2,0,1,2,0,"Bestien-Eisresistenzmittel II","Gewährt Verbündeten in deiner Nähe <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Eisaffinität<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Wirkung: Absorbiert mit einer Wahr<SoftHyphen/>schein<SoftHyphen/>lich<SoftHyphen/>keit von 70<Indent/>% Eisschaden als LP.
Dauer: 15 Sekunden
※ Nur in Kämpfen einsetzbar.",""
128,2,243188,45,"Reißzahn[p] des Feuers",4,"Reißzähne[p] des Feuers",2,0,1,0,0,"Reißzahn des Feuers","Führt eine feuerbasierte magische Fern-Flächenattacke auf das Ziel und alle Gegner im Umkreis von 12y aus.
Attacke-Wert: 2.500
Zusatzeffekt: Verursacht Zusatzschaden bei Zielen mit <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Tiefkühlung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Attacke-Wert: 1.000
Der ausgeteilte Schaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.
※ Nur in Kämpfen einsetzbar.",""
129,2,243189,45,"Reißzahn[p] des Eises",4,"Reißzähne[p] des Eises",2,0,1,0,0,"Reißzahn des Eises","Führt eine eisbasierte magische Fern-Flächenattacke auf das Ziel und alle Gegner im Umkreis von 12y aus.
Attacke-Wert: 2.000
Zusatzeffekt: Verursacht <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Tiefkühlung<UIGlow>01</UIGlow><UIForeground>01</UIForeground> beim Ziel.
Dauer: 20 Sekunden
Der ausgeteilte Schaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.
※ Nur in Kämpfen einsetzbar.",""
130,2,243190,45,"Reißzahn[p] des Wassers",4,"Reißzähne[p] des Wassers",2,0,1,0,0,"Reißzahn des Wassers","Führt eine wasserbasierte magische Fern-Flächenattacke auf das Ziel und alle Gegner im Umkreis von 12y aus.
Attacke-Wert: 2.000
Zusatzeffekt: Entfernt einen positiven Status vom Ziel.
Gewährt bei Entfernung eines Status 100 TP.
Der ausgeteilte Schaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.
※ Nur in Kämpfen einsetzbar.",""
131,2,243191,45,"Reißzahn[p] des Blitzes",4,"Reißzähne[p] des Blitzes",2,0,1,0,0,"Reißzahn des Blitzes","Führt eine blitzbasierte magische Fern-Flächenattacke auf das Ziel und alle Gegner im Umkreis von 12y aus.
Attacke-Wert: 2.000
Zusatzeffekt: Verursacht <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Paralyse<UIGlow>01</UIGlow><UIForeground>01</UIForeground> beim Ziel.
Dauer: 30 Sekunden
Der ausgeteilte Schaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.
※ Nur in Kämpfen einsetzbar.",""
132,2,243192,45,"Reißzahn[p] der Erde",4,"Reißzähne[p] der Erde",2,0,1,0,0,"Reißzahn der Erde","Führt eine erdbasierte magische Fern-Flächenattacke auf das Ziel und alle Gegner im Umkreis von 12y aus.
Attacke-Wert: 2.000
Zusatzeffekt: Verursacht <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Gewicht<UIGlow>01</UIGlow><UIForeground>01</UIForeground> beim Ziel.
Dauer: 60 Sekunden
Der ausgeteilte Schaden unterliegt dem Einfluss magieverstärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.
※ Nur in Kämpfen einsetzbar.",""
133,2,243193,45,"Reißzahn[p] des Windes",4,"Reißzähne[p] des Windes",2,0,1,0,0,"Reißzahn des Windes","Führt eine windbasierte magische Fern-Flächenattacke auf das Ziel und alle Gegner im Umkreis von 12y aus.
Attacke-Wert: 2.000
Zusatzeffekt: Stößt das Ziel 15y zurück.
Der ausgeteilte Schaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.
※ Nur in Kämpfen einsetzbar.",""
134,2,243194,68,"Blutsauger-Reißzahn",4,"Blutsauger-Reißzähne",2,0,1,0,0,"Blutsauger-Reißzahn","Führt eine Fern-Flächenattacke mit physischem Stichschaden auf das Ziel und alle Gegner im Umkreis von 12y aus, deren Schaden teilweise als LP absorbiert wird.
Attacke-Wert: 1.500 bis 3.300
Der Attacke-Wert nimmt mit steigenden Maximal-LP zu.
※ Nur in Kämpfen einsetzbar.",""
135,2,243195,378,"Bestien-Blutsaugeserum",4,"Bestien-Blutsaugerseren",1,0,1,2,0,"Bestien-Blutsaugerserum","Gewährt dir oder deiner Bestie <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Lebenskraft<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Wirkung: Regeneriert 10<Indent/>% des ausgeteilten Schadens als LP.
Dauer: 60 Sekunden
Verlängert die Dauer bei Besitz der Dämonenrüstung auf 90 Sekunden.
※ Nur in Kämpfen einsetzbar.",""
136,2,243196,81,"Grimoire[p] der Reflexion",4,"Grimoires[p] der Reflexion",1,0,1,2,0,"Grimoire der Reflexion","Gewährt dir oder deiner Bestie <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Reflexion<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Wirkung: Reflektiert die meisten magischen Attacken.
Dauer: 30 Sekunden
Verlängert die Dauer bei Besitz des verhexten Huts auf 60 Sekunden.
※ Nur in Kämpfen einsetzbar.",""
137,2,243197,63,"Grimoire[p] der Unantastbarkeit",4,"Grimoires[p] der Unantastbarkeit",1,0,1,2,0,"Grimoire der Unantastbarkeit","Gewährt dir oder deiner Bestie 5<Indent/>Stapel <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Blinzeln<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Wirkung: Macht unverwundbar gegen die meisten physischen Attacken. Jede neutralisierte Attacke verbraucht 1 Stapel.
Dauer: 120 Sekunden
Zusatzeffekt bei <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Trank des Diebes<UIGlow>01</UIGlow><UIForeground>01</UIForeground>: Gewährt 3 zusätzliche Stapel.
※ Nur in Kämpfen einsetzbar.",""
138,2,243198,315,"Handvoll[p] Sand der Zeit",3,"Handvoll[p] Sand der Zeit",1,0,1,1,0,"Sand der Zeit","Gewährt dir <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Sand der Zeit<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Wirkung: Dreht bei einer Niederlage die Zeit bis zum Kampfbeginn zurück.
※ Nur in Kämpfen einsetzbar.",""
139,2,243199,72,"Handvoll[p] Sternensturm",3,"Handvoll[p] Sternensturm",1,0,1,1,0,"Sternensturm","Lässt einen <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Sternensturm<UIGlow>01</UIGlow><UIForeground>01</UIForeground> niederregnen, der dem Ziel und allen Gegnern im Umkreis von 18y magischen Feuerschaden erteilt.
Attacke-Wert: 3.000
Zusatzeffekt: Gewährt dir pro getroffenem Gegner 50 TP und verringert die Feuerresistenz des Ziels um 20<Indent/>%.
Dauer: 60 Sekunden
Der ausgeteilte Schaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.
※ Nur in Kämpfen einsetzbar.",""
140,2,243200,189,"Bestien-Heiltranksammlung",3,"Bestien-Heiltranksammlung",1,0,1,1,0,"Bestien-Heiltranksammlung","Gewährt dir <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Auto-Heiltrank<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Wirkung: Regeneriert automatisch deine LP, sobald sie unter 50<Indent/>% sinken. Beim Auslösen des Effekts endet der Status mit einer Wahr<SoftHyphen/>schein<SoftHyphen/>lich<SoftHyphen/>keit von 50<Indent/>%.
Dauer: 150 Sekunden
Zusatzeffekt: Verlängert bei Besitz der Diebesgewandung die Dauer auf 240 Sekunden.
※ Nur in Kämpfen einsetzbar.",""
141,2,243201,32,"Bestien-Heilmittelsammlung",3,"Bestien-Heilmittelsammlung",1,0,1,1,0,"Bestien-Heilmittelsammlung","Gewährt dir <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Auto-Remedium<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Wirkung: Bewahrt ein Mal vor dem Erleiden der meisten negativen Status.
Dauer: 240 Sekunden
※ Nur in Kämpfen einsetzbar.",""
142,2,243202,63,"Grimoire[p] der Zauberschmiede",4,"Grimoires[p] der Zauberschmiede",1,0,1,2,0,"Grimoire der Zauberschmiede","Gewährt dir <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Verschollene Zauberschmiede<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Wirkung: Lässt alle Attacken als magisch gelten.
Wirkt auch auf die Bestie.
Dauer: 180 Sekunden
※ Nur in Kämpfen einsetzbar.",""
143,2,243203,63,"Grimoire[p] des Stahlstachels",4,"Grimoires[p] des Stahlstachels",1,0,1,2,0,"Grimoire des Stahlstachels","Gewährt dir <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Verschollener Stahlstachel<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Wirkung: Lässt alle Attacken als physisch gelten.
Wirkt auch auf die Bestie.
Dauer: 180 Sekunden
※ Nur in Kämpfen einsetzbar.",""
144,3,243076,0,"Portion[p] Prädikatsfutter I",3,"Portionen[p] Prädikatsfutter I",1,0,1,1,0,"Prädikatsfutter I","Maximal-LP + 15<Indent/>%
Ausgeteilter Schaden + 5<Indent/>%
Erhöht die Routine für die Bestie um 25<Indent/>%.
Regeneriert beim Verfüttern 10<Indent/>% LP bei der Bestie.
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",""
145,3,243077,0,"Portion[p] Prädikatsfutter II",3,"Portionen[p] Prädikatsfutter II",1,0,1,1,0,"Prädikatsfutter II","Maximal-LP + 30<Indent/>%
Ausgeteilter Schaden + 10<Indent/>%
Erhöht die Routine für die Bestie um 50<Indent/>%.
Regeneriert beim Verfüttern 18<Indent/>% LP bei der Bestie.
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",""
146,3,243078,0,"Portion[p] Fleisch-Simulakrum",3,"Portionen[p] Fleisch-Simulakrum",1,0,1,1,0,"Fleisch-Simulakrum","Ausgeteilter physischer Schaden + 20<Indent/>%
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",""
147,3,243079,0,"Portion[p] Wasser-Simulakrum",3,"Portionen[p] Wasser-Simulakrum",1,0,1,1,0,"Wasser-Simulakrum","Attacke-Wert von <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Ätherausbruch<UIGlow>01</UIGlow><UIForeground>01</UIForeground> + 35<Indent/>%
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",""
148,3,243080,0,"Portion[p] Honig-Simulakrum",3,"Portionen[p] Honig-Simulakrum",1,0,1,1,0,"Honig-Simulakrum","Physische Verwundbarkeit - 25<Indent/>%
Attacke-Wert von <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Ätherausbruch<UIGlow>01</UIGlow><UIForeground>01</UIForeground> + 10<Indent/>%
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",""
149,3,243081,0,"Portion[p] Fischkuchen-Simulakrum",3,"Portionen[p] Fischkuchen-Simulakrum",1,0,1,1,0,"Fischkuchen-Simulakrum","Kritische Trefferrate + 35<Indent/>%
Magische Verwundbarkeit - 30<Indent/>%
Maximal-LP + 10<Indent/>%
Regeneriert beim Verfüttern 7<Indent/>% LP bei der Bestie.
[Geeignet für: Ätherlinge] ",""
150,3,243082,0,"Portion[p] Bananen-Simulakrum",3,"Portionen[p] Bananen-Simulakrum",1,0,1,1,0,"Bananen-Simulakrum","Attacke-Wert von <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Ätherausbruch<UIGlow>01</UIGlow><UIForeground>01</UIForeground> + 10<Indent/>%
Gewährt beim Landen eines kritischen Treffers 1 Stapel <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Schadenswert +<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Wirkung: Erhöht den ausgeteilten physischen Schaden um 10<Indent/>%.
Dauer: 30 Sekunden
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",""
151,3,243083,0,"Portion[p] Beeren-Simulakrum",3,"Portionen[p] Beeren-Simulakrum",1,0,1,1,0,"Beeren-Simulakrum","Kritischer Attacke-Wert + 60
Attacke-Wert von <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Ätherausbruch<UIGlow>01</UIGlow><UIForeground>01</UIForeground> + 10<Indent/>%
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",""
152,3,243084,0,"Portion[p] Eier-Simulakrum",3,"Portionen[p] Eier-Simulakrum",1,0,1,1,0,"Eier-Simulakrum","<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Hast<UIGlow>01</UIGlow><UIForeground>01</UIForeground> + 5<Indent/>%
Ausgeteilter physischer Schaden + 25<Indent/>%
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Woglinge, Schupplinge] ",""
153,3,243085,0,"Portion[p] Eigelb-Simulakrum",3,"Portionen[p] Eigelb-Simulakrum",1,0,1,1,0,"Eigelb-Simulakrum","<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Hast<UIGlow>01</UIGlow><UIForeground>01</UIForeground> + 15<Indent/>%
Ausgeteilter Schaden + 5<Indent/>%
Maximal-LP + 35<Indent/>%
Regeneriert beim Verfüttern 20<Indent/>% LP bei der Bestie.
[Geeignet für: Saatlinge] ",""
154,3,243086,0,"Portion[p] Tomaten-Simulakrum",3,"Portionen[p] Tomaten-Simulakrum",1,0,1,1,0,"Tomaten-Simulakrum","Ausweichrate + 10<Indent/>%
Ausgeteilter physischer Schaden + 10<Indent/>%
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Todlinge]",""
155,3,243087,0,"Portion[p] Milch-Simulakrum",3,"Portionen[p] Milch-Simulakrum",1,0,1,1,0,"Milch-Simulakrum","<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Hast<UIGlow>01</UIGlow><UIForeground>01</UIForeground> + 5<Indent/>%
Maximal-LP + 50<Indent/>%
Regeneriert beim Verfüttern 26<Indent/>% LP bei der Bestie.
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Woglinge, Schupplinge] ",""
156,3,243088,0,"Portion[p] Rolanbeerenkäse-Simulakrum",3,"Portionen[p] Rolanbeerenkäse-Simulakrum",1,0,1,1,0,"Rolanbeerenkäse-Simulakrum","<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Hast<UIGlow>01</UIGlow><UIForeground>01</UIForeground> + 5<Indent/>%
Attacke-Wert von <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Ätherausbruch<UIGlow>01</UIGlow><UIForeground>01</UIForeground> + 25<Indent/>%
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Woglinge, Schupplinge] ",""
157,3,243089,0,"Portion[p] Porcinipilz-Simulakrum",3,"Portionen[p] Porcinipilz-Simulakrum",1,0,1,1,0,"Porcinipilz-Simulakrum","Giftresistenz + 100<Indent/>%
Erlittener Schaden - 10<Indent/>%
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",""
158,3,243090,0,"Portion[p] Mörchel-Simulakrum",3,"Portionen[p] Mörchel-Simulakrum",1,0,1,1,0,"Mörchel-Simulakrum","Paralyseresistenz + 100<Indent/>%
Erlittener Schaden - 10<Indent/>%
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",""
159,3,243091,0,"Portion[p] Schwarztrüffel-Simulakrum",3,"Portionen[p] Schwarztrüffel-Simulakrum",1,0,1,1,0,"Schwarztrüffel-Simulakrum","Blindresistenz + 100<Indent/>%
Erlittener Schaden - 10<Indent/>%
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",""
160,3,243092,0,"Portion[p] Weißtrüffel-Simulakrum",3,"Portionen[p] Weißtrüffel-Simulakrum",1,0,1,1,0,"Weißtrüffel-Simulakrum","Steinresistenz + 100<Indent/>%
Erlittener Schaden - 10<Indent/>%
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",""
161,3,243093,0,"Portion[p] Champignon-Simulakrum",3,"Portionen[p] Champignon-Simulakrum",1,0,1,1,0,"Champignon-Simulakrum","Schlafresistenz + 100<Indent/>%
Erlittener Schaden - 10<Indent/>%
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",""
162,3,243094,0,"Portion[p] Seezungen-Simulakrum",3,"Portionen[p] Seezungen-Simulakrum",1,0,1,1,0,"Seezungen-Simulakrum","Ausgeteilter physischer Schaden + 20<Indent/>%
Erhöht die TP-Aufladung um 50<Indent/>%.
[Geeignet für: Wölklinge] ",""
163,3,243095,0,"Portion[p] Weihwasser-Simulakrum",3,"Portionen[p] Weihwasser-Simulakrum",1,0,1,1,0,"Weihwasser-Simulakrum","Maximal-LP + 30<Indent/>%
Erlittener Schaden - 15<Indent/>%
Gewährt dir beim Niederstrecken eines Gegners mit einer Wahr<SoftHyphen/>schein<SoftHyphen/>lich<SoftHyphen/>keit von 5<Indent/>% 1 Stapel <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Rehabilitation<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Wirkung: Regeneriert in bestimmten Intervallen LP in Höhe von 3<Indent/>% der Maximal-LP.
Dauer: 6 Sekunden
Maximal-Stapelzahl: 8
Regeneriert beim Verfüttern 18<Indent/>% LP bei der Bestie.
[Geeignet für: Woglinge] ",""
164,3,243096,0,"Portion[p] Blut-Simulakrum",3,"Portionen[p] Blut-Simulakrum",1,0,1,1,0,"Blut-Simulakrum","Kritische Trefferrate + 50<Indent/>%
Ausgeteilter Schaden + 35<Indent/>%
Erteilt der Bestie in bestimmten Intervallen Schaden.
[Geeignet für: Biestlinge] ",""
165,3,243097,0,"Portion[p] Blaublut-Simulakrum",3,"Portionen[p] Blaublut-Simulakrum",1,0,1,1,0,"Blaublut-Simulakrum","Maximal-LP + 20<Indent/>%
Kritische Trefferrate + 15<Indent/>%
Gewährt beim Landen eines kritischen Treffers mit einer Wahr<SoftHyphen/>schein<SoftHyphen/>lich<SoftHyphen/>keit von 5<Indent/>% 1 Stapel <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Rehabilitation<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Wirkung: Regeneriert in bestimmten Intervallen LP in Höhe von 3<Indent/>% der Maximal-LP.
Dauer: 6 Sekunden
Maximal-Stapelzahl: 8
Regeneriert beim Verfüttern 13<Indent/>% LP bei der Bestie.
[Geeignet für: Woglinge] ",""
166,3,243098,0,"Portion[p] Lilien-Simulakrum",3,"Portionen[p] Lilien-Simulakrum",1,0,1,1,0,"Lilien-Simulakrum","Ausgeteilter Schaden + 10<Indent/>%
Erlittener Schaden - 10<Indent/>%
Hält Futtereffekte beim Rasten in Zelten aufrecht.
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",""
167,3,243099,0,"Portion[p] Flunder-Simulakrum",3,"Portionen[p] Flunder-Simulakrum",1,0,1,1,0,"Flunder-Simulakrum","Ausgeteilter physischer Schaden + 10<Indent/>%
Erstattet beim Abschluss einer Kombo mit einer instinktiven Bestienfertigkeit mit einer Wahr<SoftHyphen/>schein<SoftHyphen/>lich<SoftHyphen/>keit von 30<Indent/>% einen Teil der TP zurück.
[Geeignet für: Biestlinge, Gezieferlinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",""
168,3,243100,0,"Portion[p] Weißskorpion-Simulakrum",3,"Portionen[p] Weißskorpion-Simulakrum",1,0,1,1,0,"Weißskorpion-Simulakrum","Gewährt der Bestie <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Reflexion<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, wenn sie gerufen wird.
Wirkung: Reflektiert die meisten magischen Attacken.
Dauer: 60 Sekunden
[Geeignet für: Schupplinge] ",""
169,3,243101,0,"Portion[p] Schwarzskorpion-Simulakrum",3,"Portionen[p] Schwarzskorpion-Simulakrum",1,0,1,1,0,"Schwarzskorpion-Simulakrum","Ausgeteilter Schaden + 15<Indent/>%
Erlittener Schaden - 35<Indent/>%
Verursacht beim Erleiden von Schaden mit einer Wahr<SoftHyphen/>schein<SoftHyphen/>lich<SoftHyphen/>keit von 3<Indent/>% <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Gift<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Dauer: 30 Sekunden
[Geeignet für: Schupplinge] ",""
170,3,243102,0,"Portion[p] Herings-Simulakrum",3,"Portionen[p] Herings-Simulakrum",1,0,1,1,0,"Herings-Simulakrum","Attacke-Wert von <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Ätherausbruch<UIGlow>01</UIGlow><UIForeground>01</UIForeground> + 25<Indent/>%
Erstattet beim Abschluss einer Kombo mit einer instinktiven Bestienfertigkeit mit einer Wahr<SoftHyphen/>schein<SoftHyphen/>lich<SoftHyphen/>keit von 35<Indent/>% einen Teil der TP zurück.
[Geeignet für: Wölklinge] ",""
171,3,243103,0,"Portion[p] Meerengel-Simulakrum",3,"Portionen[p] Meerengel-Simulakrum",1,0,1,1,0,"Meerengel-Simulakrum","Erlittener Schaden - 10<Indent/>%
Erhöht die TP-Aufladung um 30<Indent/>%.
[Geeignet für: Biestlinge, Gezieferlinge, Saatlinge, Woglinge, Todlinge]",""
172,3,243104,0,"Portion[p] Trauben-Simulakrum",3,"Portionen[p] Trauben-Simulakrum",1,0,1,1,0,"Trauben-Simulakrum","Kritische Trefferrate + 35<Indent/>%
Ausgeteilter physischer Schaden + 15<Indent/>%
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",""
173,3,243105,0,"Portion[p] Orangen-Simulakrum",3,"Portionen[p] Orangen-Simulakrum",1,0,1,1,0,"Orangen-Simulakrum","Kritische Trefferrate + 25<Indent/>%
Attacke-Wert von <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Ätherausbruch<UIGlow>01</UIGlow><UIForeground>01</UIForeground> + 20<Indent/>%
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",""
174,3,243106,0,"Portion[p] Wattwurm-Simulakrum",3,"Portionen[p] Wattwurm-Simulakrum",1,0,1,1,0,"Wattwurm-Simulakrum","Maximal-LP + 30<Indent/>%
Gewährt beim Erleiden von Schaden 1 Stapel <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Magische Verwundbarkeit -<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Wirkung: Verringert erlittenen magischen Schaden um 5<Indent/>%.
Dauer: 60 Sekunden
Maximal-Stapelzahl: 8
Regeneriert beim Verfüttern 18<Indent/>% LP bei der Bestie.
[Geeignet für: Ätherlinge] ",""
175,3,243107,0,"Portion[p] Stimulanztrunk-Simulakrum",3,"Portionen[p] Stimulanztrunk-Simulakrum",1,0,1,1,0,"Stimulanztrunk-Simulakrum","Gewährt beim Niederstrecken eines Gegners 1 Stapel <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Hochstimmung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Wirkung: Ausgeteilter Schaden + 15<Indent/>%, erlittener Schaden -<Indent/>8<Indent/>%
Dauer: 60 Sekunden
Maximal-Stapelzahl: 4
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",""
176,3,243108,0,"Portion[p] Karotten-Simulakrum",3,"Portionen[p] Karotten-Simulakrum",1,0,1,1,0,"Karotten-Simulakrum","Ausweichrate + 10<Indent/>%
Attacke-Wert von <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Ätherausbruch<UIGlow>01</UIGlow><UIForeground>01</UIForeground> + 5<Indent/>%
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Todlinge]",""
177,3,243109,0,"Portion[p] Zwiebel-Simulakrum",3,"Portionen[p] Zwiebel-Simulakrum",1,0,1,1,0,"Zwiebel-Simulakrum","Ausweichrate + 15<Indent/>%
Erlittener Schaden - 5<Indent/>%
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Todlinge]",""
178,3,243110,0,"Portion[p] Kopfsalat-Simulakrum",3,"Portionen[p] Kopfsalat-Simulakrum",1,0,1,1,0,"Kopfsalat-Simulakrum","Ausweichrate + 5<Indent/>%
Gewährt beim Ausweichen einer Attacke 1 Stapel <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Hochstimmung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Wirkung: Ausgeteilter Schaden + 15<Indent/>%, erlittener Schaden - 8<Indent/>% 
Dauer: 60 Sekunden
Maximal-Stapelzahl: 4
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Todlinge]",""
